"","Gene","Subset","Contrast","log2FC","Pr(>|t|)","FDR"
"High...Low.12593","RIOX1","Glioma","High - Low",-0.082740903306859,0.78428850612637,0.837708923992062
"High...Low.12594","RMC1","Glioma","High - Low",1.16025061917855,0.00421448151346039,0.0173699782616463
"High...Low.12595","RMND5A","Glioma","High - Low",0.614533354866131,0.0243827360967415,0.0575136348712828
"High...Low.12596","RNF144A","Glioma","High - Low",0.0947538028341094,0.830016215061635,0.873511679795615
"High...Low.12597","RNF152","Glioma","High - Low",0.582927675764489,0.26961076203199,0.363160510034655
"High...Low.12598","RNF227","Glioma","High - Low",0.704823063034489,0.124806688652505,0.198063117345279
"High...Low.12599","RNPC3","Glioma","High - Low",0.81132517549539,0.0274616011110962,0.0626340715813784
"High...Low.12600","ROR2","Glioma","High - Low",1.53090160574825,0.0218846508981085,0.053017135774252
"High...Low.12601","RORA","Glioma","High - Low",0.629799430232603,0.149620874525553,0.228470639188058
"High...Low.12602","RPE","Glioma","High - Low",1.21387024734928,0.00063773895254435,0.00561193134718799
"High...Low.12603","RPL11","Glioma","High - Low",0.752472882641671,0.0439836615883437,0.0886640760048045
"High...Low.12604","RPL13","Glioma","High - Low",0.978687001613423,0.00397590842110429,0.0168208545608852
"High...Low.12605","RPL13A","Glioma","High - Low",0.873167930195369,0.00881923131124856,0.0283732223069997
"High...Low.12606","RPL22","Glioma","High - Low",0.534897209941331,0.0553916465476987,0.105926094657379
"High...Low.12607","RPL23A","Glioma","High - Low",1.44477457044409,0.00849551704190656,0.0277165171001313
"High...Low.12608","RPL27A","Glioma","High - Low",1.08042922431008,0.00110210718940084,0.00772123677796392
"High...Low.12609","RPL31","Glioma","High - Low",0.741900678745049,0.0168233815649013,0.0440045774478974
"High...Low.12610","RPL32","Glioma","High - Low",0.95869776035946,0.00153014534972142,0.00928000390607198
"High...Low.12611","RPP21","Glioma","High - Low",0.4542093244941,0.429346364714572,0.524525219217448
"High...Low.12612","RPP30","Glioma","High - Low",0.782273492438833,0.0131798988894303,0.0369325384566954
"High...Low.12613","RPS11","Glioma","High - Low",0.95846500303892,0.00398256403705842,0.0168326964174445
"High...Low.12614","RPS15A","Glioma","High - Low",1.20183809921707,0.00124606549013453,0.00826544150345572
"High...Low.12615","RPS19BP1","Glioma","High - Low",1.24701962715646,0.0100122171830809,0.0310002297931571
"High...Low.12616","RPS5","Glioma","High - Low",1.1220347799065,0.00195929035685679,0.0107622574685814
"High...Low.12617","RPS7","Glioma","High - Low",0.85785923416291,0.00467577105642269,0.0185946184618898
"High...Low.12618","RPUSD3","Glioma","High - Low",1.66238040657707,0.00409646846271826,0.0171043233580462
"High...Low.12619","RREB1","Glioma","High - Low",0.44467394733535,0.12178088335013,0.194321092686644
"High...Low.12620","RRM2","Glioma","High - Low",1.1311618716072,0.154915821528651,0.234477836908584
"High...Low.12621","RRS1","Glioma","High - Low",1.3698904474958,0.00195647334327535,0.0107622574685814
"High...Low.12622","RSKR","Glioma","High - Low",1.59143010135281,0.0104889050686093,0.0319250866965063
"High...Low.12623","RSL1D1","Glioma","High - Low",0.940667476073793,0.00189284183767992,0.0105782633472389
"High...Low.12624","RTKN2","Glioma","High - Low",0.626665993158634,0.177398262330687,0.260555563315537
"High...Low.12625","RTTN","Glioma","High - Low",1.31317924537743,0.0027498173482899,0.0133357753763832
"High...Low.12626","RWDD2A","Glioma","High - Low",0.639658757233297,0.107024255289737,0.175325359535071
"High...Low.12627","SAE1","Glioma","High - Low",0.782824475543213,0.0663736691402303,0.121620042502404
"High...Low.12628","SAMD14","Glioma","High - Low",1.82561311371738,0.0101674854493874,0.0312825339776094
"High...Low.12629","SAMD9","Glioma","High - Low",1.87094631344582,0.0134531847624556,0.037418850340905
"High...Low.12630","SAMM50","Glioma","High - Low",0.997270854408305,0.00887370685415872,0.028506456709606
"High...Low.12631","SAP18","Glioma","High - Low",0.343423903580483,0.107764875285232,0.176229958409496
"High...Low.12632","SARS1","Glioma","High - Low",0.293395827346039,0.138449801676732,0.214666868342822
"High...Low.12633","SBF1","Glioma","High - Low",1.1319262029307,0.0106325446037607,0.0321603932052891
"High...Low.12634","SCAI","Glioma","High - Low",1.65039364053182,0.0018658609746339,0.0104680844597667
"High...Low.12635","SCAMP3","Glioma","High - Low",2.05604808510362,3.68659008121582e-05,0.00124093086178509
"High...Low.12636","SCARB2","Glioma","High - Low",0.573490421467963,0.00153436094356295,0.00928845223995066
"High...Low.12637","SCFD1","Glioma","High - Low",0.834534020883108,0.00771728189271522,0.0260572689796836
"High...Low.12638","SCGB1C2","Glioma","High - Low",-0.40319391027634,0.456115659852634,0.550855787687731
"High...Low.12639","SCHIP1","Glioma","High - Low",0.478498388324346,0.1563725026819,0.236277589523807
"High...Low.12640","SCO2","Glioma","High - Low",1.06977615221101,0.0612602956406185,0.1143141386801
"High...Low.12641","SCRT1","Glioma","High - Low",0.886656013921646,0.257308766936454,0.350198835538838
"High...Low.12642","SCX","Glioma","High - Low",1.42726837189012,0.0168756530728655,0.0440881487103153
"High...Low.12643","SDC2","Glioma","High - Low",0.120666903060806,0.835067849670723,0.877628896668148
"High...Low.12644","SDHAF1","Glioma","High - Low",1.14792755146985,0.0160415725867565,0.0425975160111517
"High...Low.12645","SEC22B","Glioma","High - Low",0.496871764634954,0.0344491082682178,0.0741049159954072
"High...Low.12646","SELENOF","Glioma","High - Low",0.698214001466911,0.0118484623163796,0.0344610763151209
"High...Low.12647","SELENOK","Glioma","High - Low",0.779847331713583,0.0516021501105532,0.100263919505503
"High...Low.12648","SELENOM","Glioma","High - Low",-0.456127268765876,0.466590139816796,0.560713224188796
"High...Low.12649","SELENOO","Glioma","High - Low",0.942985700497927,0.000135359023069774,0.00239836407046768
"High...Low.12650","SELENOS","Glioma","High - Low",1.15231739988367,0.0625876112253258,0.116282893314533
"High...Low.12651","SELENOT","Glioma","High - Low",0.906196538258681,2.14692642264098e-05,0.000993677236353672
"High...Low.12652","SELPLG","Glioma","High - Low",-0.109155593176968,0.816778910425084,0.863656357433198
"High...Low.12653","SEMA6C","Glioma","High - Low",1.62808731614008,0.000519281797744394,0.00495227666399498
"High...Low.12654","SEPHS1","Glioma","High - Low",0.848494815739145,0.0241734817153701,0.0571476679369879
"High...Low.12655","SEPTIN10","Glioma","High - Low",1.3937930474648,0.004954398645132,0.0193477172261731
"High...Low.12656","SEPTIN4","Glioma","High - Low",-1.01688170259127,0.274868298723082,0.368951871192213
"High...Low.12657","SERF1A","Glioma","High - Low",0.685541635264854,0.0571973739308505,0.10860533849341
"High...Low.12658","SERF2","Glioma","High - Low",0.449253348746992,0.095911387034701,0.161028811621025
"High...Low.12659","SERPINB9","Glioma","High - Low",0.557796132704202,0.306164156760338,0.401936381453767
"High...Low.12660","SERPINE2","Glioma","High - Low",0.0351012127305879,0.945551745080722,0.961059076952041
"High...Low.12661","SESN3","Glioma","High - Low",0.259585372520393,0.182873535041306,0.26680179028756
"High...Low.12662","SETD9","Glioma","High - Low",-0.109799255020583,0.820492144066135,0.86648311431583
"High...Low.12663","SETDB1","Glioma","High - Low",1.01840800575611,0.000447469246871181,0.00458104950627931
"High...Low.12664","SETSIP","Glioma","High - Low",-0.529594415383341,0.19269052338026,0.277781538383918
"High...Low.12665","SF3A3","Glioma","High - Low",0.438642161504163,0.24108396839535,0.332534865918962
"High...Low.12666","SFT2D2","Glioma","High - Low",0.357971679248206,0.140090521867632,0.216774437879316
"High...Low.12667","SHANK3","Glioma","High - Low",0.721798148834039,0.0925327891246259,0.156662055960415
"High...Low.12668","SHB","Glioma","High - Low",0.650477005864781,0.145760281434678,0.223720556432984
"High...Low.12669","SHD","Glioma","High - Low",1.2788385642197,0.118812868045306,0.190350629412117
"High...Low.12670","SHISA4","Glioma","High - Low",1.28440138050637,0.0323173610936156,0.0709291864163262
"High...Low.12671","SIGLEC10","Glioma","High - Low",0.294435995141897,0.705298928158168,0.77262479421928
"High...Low.12672","SIX1","Glioma","High - Low",-0.230238805737578,0.565431590491293,0.650876820678329
"High...Low.12673","SKA2","Glioma","High - Low",0.955403492922838,0.0183431516349783,0.046701385865916
"High...Low.12674","SKP1","Glioma","High - Low",0.566051990824482,0.00087208133790831,0.00672015613436897
"High...Low.12675","SLC15A2","Glioma","High - Low",0.283212144444245,0.638254385937439,0.714238349667962
"High...Low.12676","SLC16A9","Glioma","High - Low",0.715801961537148,0.303046755782115,0.398606175896708
"High...Low.12677","SLC25A14","Glioma","High - Low",1.0342908895649,0.0138810489046902,0.0382684683121377
"High...Low.12678","SLC25A24","Glioma","High - Low",0.479069450789151,0.377881826128524,0.474672355269272
"High...Low.12679","SLC25A3","Glioma","High - Low",0.893098502236922,0.000363745971768031,0.00406043457317186
"High...Low.12680","SLC25A30","Glioma","High - Low",0.339347961872875,0.392506750241232,0.488970835764903
"High...Low.12681","SLC25A42","Glioma","High - Low",0.553133340501862,0.262208369849359,0.355371928250437
"High...Low.12682","SLC25A5","Glioma","High - Low",1.25379714558946,2.03908413465434e-05,0.000970900642151416
"High...Low.12683","SLC2A13","Glioma","High - Low",0.867843897725001,0.0161426465956006,0.0427618479714332
"High...Low.12684","SLC2A3","Glioma","High - Low",-0.649039882850339,0.292714784303695,0.388140686242414
"High...Low.12685","SLC30A7","Glioma","High - Low",0.969066642854273,0.0686396735721807,0.124634638918456
"High...Low.12686","SLC35B1","Glioma","High - Low",1.55313072808457,0.000393701566287217,0.00422898138553307
"High...Low.12687","SLC35F1","Glioma","High - Low",2.07266438758072,0.0241852906032059,0.0571525347696045
"High...Low.12688","SLC35F6","Glioma","High - Low",1.15450713967788,0.00176193627374667,0.010127653015118
"High...Low.12689","SLC35G4","Glioma","High - Low",0.538071115893207,0.381092430731461,0.477561246337536
"High...Low.12690","SLC39A14","Glioma","High - Low",2.30992973087726,0.00118557626570368,0.00801028669923838
"High...Low.12691","SLC3A2","Glioma","High - Low",0.849151248421781,0.000145029214742262,0.00245986080030463
"High...Low.12692","SLC43A3","Glioma","High - Low",1.06511268508877,0.0750774217886216,0.133532159861479
"High...Low.12693","SLC4A2","Glioma","High - Low",0.797947119171093,0.107348183816552,0.175636276258144
"High...Low.12694","SLC9A7","Glioma","High - Low",0.547433741442199,0.324039540127542,0.420013238807171
"High...Low.12695","SLC9B2","Glioma","High - Low",0.983268115972468,0.000833751984744899,0.00658055966741996
"High...Low.12696","SLK","Glioma","High - Low",1.27868005772766,0.00225241976538203,0.0117549559218463
"High...Low.12697","SMARCAD1","Glioma","High - Low",1.0842443121451,0.0054401282305946,0.0205994907609617
"High...Low.12698","SMC4","Glioma","High - Low",1.30688360425978,0.00986426669231808,0.0307018559708136
"High...Low.12699","SMG9","Glioma","High - Low",1.65403274869475,0.00236477925764455,0.0120954764060929
"High...Low.12700","SMIM10L1","Glioma","High - Low",0.820240665087074,0.0100195853438046,0.0310010516284918
"High...Low.12701","SMIM34A","Glioma","High - Low",-0.52337058445011,0.284409068806914,0.379147218498798
"High...Low.12702","SMIM40","Glioma","High - Low",0.20312420852449,0.516075903772121,0.607360945891799
"High...Low.12703","SMUG1","Glioma","High - Low",1.8682501360473,6.27729265976232e-05,0.00158805415581549
"High...Low.12704","SNRPB","Glioma","High - Low",1.82763441267082,3.59998062391806e-05,0.00124093086178509
"High...Low.12705","SNRPD1","Glioma","High - Low",1.16069255792564,0.00170577134999887,0.00995781099281554
"High...Low.12706","SNRPD2","Glioma","High - Low",1.02691596542376,0.00319302102251311,0.0146237905801982
"High...Low.12707","SNX1","Glioma","High - Low",0.489754217177717,0.0363740723546483,0.0769935505030335
"High...Low.12708","SNX18","Glioma","High - Low",0.513691233306901,0.211325502279923,0.298628979802861
"High...Low.12709","SOCS7","Glioma","High - Low",1.29597637388389,0.0207449434315879,0.0510590769348142
"High...Low.12710","SOD1","Glioma","High - Low",0.410072354690586,0.0252985737192388,0.0589744568772855
"High...Low.12711","SOX10","Glioma","High - Low",-1.53533649724342,0.241964725114956,0.333392630045898
"High...Low.12712","SOX2","Glioma","High - Low",1.49890368532136,0.0660692043425306,0.12114692083197
"High...Low.12713","SOX4","Glioma","High - Low",1.03273751601871,0.0650904944126757,0.119771632074139
"High...Low.12714","SOX9","Glioma","High - Low",1.33320506509604,0.00566878997149942,0.0211641491981207
"High...Low.12715","SPATA13","Glioma","High - Low",1.06460974399136,0.0338688883467553,0.073302351076432
"High...Low.12716","SPATA5","Glioma","High - Low",1.24456128610692,0.00519719183177188,0.0199649292895122
"High...Low.12717","SPDYE11","Glioma","High - Low",0.526491740490753,0.491560797867111,0.584616156700773
"High...Low.12718","SPDYE16","Glioma","High - Low",0.487642488433705,0.422917946638119,0.518028683511201
"High...Low.12719","SPINT2","Glioma","High - Low",0.252497569436683,0.578569288302545,0.662219078761672
"High...Low.12720","SPON1","Glioma","High - Low",-0.0608037021724438,0.930320307398377,0.950662228006699
"High...Low.12721","SPP1","Glioma","High - Low",-0.644932234030749,0.515366416272191,0.606580481318479
"High...Low.12722","SPRY4","Glioma","High - Low",0.556553440777903,0.424338949464523,0.519474028074838
"High...Low.12723","SPRYD7","Glioma","High - Low",0.663928683278017,0.0983144901236073,0.1641165137275
"High...Low.12724","SPTBN1","Glioma","High - Low",0.464543914813143,0.104394760558308,0.17205097479553
"High...Low.12725","SPTBN4","Glioma","High - Low",-0.155107528254236,0.593539866523686,0.675174885089239
"High...Low.12726","SPTY2D1","Glioma","High - Low",0.0263131919797529,0.948038383784643,0.962594184031957
"High...Low.12727","SQOR","Glioma","High - Low",0.650131787295314,0.204380003565357,0.291139226140642
"High...Low.12728","SRCIN1","Glioma","High - Low",-0.425220374789263,0.540967023772488,0.629749485177539
"High...Low.12729","SRP14","Glioma","High - Low",0.745472884004564,0.00124803504508211,0.00827148449892363
"High...Low.12730","SRP9","Glioma","High - Low",0.791800466930952,0.000153909083595155,0.00254738328410845
"High...Low.12731","SRSF3","Glioma","High - Low",0.806125734460613,8.97480711185298e-05,0.00191083128979842
"High...Low.12732","SRSF8","Glioma","High - Low",1.08565991883009,0.0037392165612074,0.0162246800932992
"High...Low.12733","SSR1","Glioma","High - Low",0.585267907019956,0.0011244124486045,0.00779281642187819
"High...Low.12734","SSR2","Glioma","High - Low",1.12165411456593,0.00098399068226249,0.00717392761333243
"High...Low.12735","ST7","Glioma","High - Low",1.22198488681668,0.0209875863129021,0.051462819322311
"High...Low.12736","ST8SIA4","Glioma","High - Low",0.358222039538706,0.468091914893589,0.562105239693383
"High...Low.12737","STBD1","Glioma","High - Low",-0.383639284328249,0.0993863010609524,0.165504797925997
"High...Low.12738","STING1","Glioma","High - Low",-0.0561244126951693,0.937408313119236,0.954985174821697
"High...Low.12739","STK17B","Glioma","High - Low",1.00782167566755,0.0765208497504367,0.135400541436786
"High...Low.12740","STMN3","Glioma","High - Low",0.645317711594094,0.133464130107272,0.208915638927032
"High...Low.12741","STMP1","Glioma","High - Low",1.24525062492473,1.75739149519867e-05,0.000874953773312979
"High...Low.12742","STRIT1","Glioma","High - Low",-0.265832737711386,0.676125163493183,0.747441625760194
"High...Low.12743","STX1A","Glioma","High - Low",-0.286245063802274,0.719580995153789,0.785051953886328
"High...Low.12744","STYX","Glioma","High - Low",0.877745888895395,0.167525938007987,0.248980911346267
"High...Low.12745","SULT1A4","Glioma","High - Low",1.76714316406947,0.000965562111325156,0.00709089752422411
"High...Low.12746","SUPT4H1","Glioma","High - Low",1.11164936416372,0.00921939165194027,0.0292793389014082
"High...Low.12747","SUPT5H","Glioma","High - Low",0.82256522754657,6.84712211567196e-05,0.00164228771613224
"High...Low.12748","SV2A","Glioma","High - Low",0.952087099004821,0.0284424857917785,0.064322264068661
"High...Low.12749","SVIP","Glioma","High - Low",-0.193500615493065,0.480732940118273,0.574912514193868
"High...Low.12750","SWAP70","Glioma","High - Low",0.218121777642947,0.609940316675758,0.688343823058476
"High...Low.12751","SYNE2","Glioma","High - Low",2.02443359959622,0.00729307740236099,0.0250781531353551
"High...Low.12752","SYNRG","Glioma","High - Low",0.975747207726373,4.22908061291699e-05,0.00131935913442052
"High...Low.12753","TAF15","Glioma","High - Low",0.617278437612958,0.000394742397976332,0.00423396095628977
"High...Low.12754","TAF6L","Glioma","High - Low",0.980248970760638,0.000563114727804488,0.00519621158976178
"High...Low.12755","TAGLN","Glioma","High - Low",1.97049840323963,0.00363333367855458,0.0159273087335098
"High...Low.12756","TAP2","Glioma","High - Low",1.21939970159092,0.0141399968684897,0.038774684606493
"High...Low.12757","TARS3","Glioma","High - Low",-0.00278009491422845,0.992963850100433,0.995825715100161
"High...Low.12758","TAS2R14","Glioma","High - Low",1.02887373156699,0.0297920659926282,0.0665695071855756
"High...Low.12759","TAS2R45","Glioma","High - Low",0.886846117972277,0.0783337845395225,0.137826199242207
"High...Low.12760","TATDN3","Glioma","High - Low",1.58009966304985,0.00024619411946477,0.0032496631051126
"High...Low.12761","TBC1D10B","Glioma","High - Low",1.11003728834012,0.00348602780332438,0.0154995069802137
"High...Low.12762","TBC1D12","Glioma","High - Low",0.0769304508076168,0.801160201925899,0.851195908011863
"High...Low.12763","TBC1D3C","Glioma","High - Low",0.289814896129885,0.144307271771762,0.221883444877813
"High...Low.12764","TBL1XR1","Glioma","High - Low",0.833672723293432,0.0432540821948121,0.0875590934850396
"High...Low.12765","TBRG1","Glioma","High - Low",0.527431822850145,0.00851212396336506,0.0277465151048798
"High...Low.12766","TBXT","Glioma","High - Low",-0.590616128543871,0.124229242269996,0.197362011439375
"High...Low.12767","TCF25","Glioma","High - Low",0.601519460847257,0.00947354373561904,0.0298332327258768
"High...Low.12768","TEDC1","Glioma","High - Low",0.370187690760034,0.478479464527909,0.572718524795512
"High...Low.12769","TET1","Glioma","High - Low",1.44483963482548,0.0263003565725766,0.0607596231983281
"High...Low.12770","TGIF2","Glioma","High - Low",1.59087211477002,0.0251774346204064,0.0587652992726561
"High...Low.12771","THRB","Glioma","High - Low",-0.0366957537264314,0.937794863345399,0.955304647630672
"High...Low.12772","TIAM1","Glioma","High - Low",-0.139195374717054,0.59537411910588,0.676620048781659
"High...Low.12773","TIMM10","Glioma","High - Low",0.806517786202529,0.00805831541020151,0.0268436644522297
"High...Low.12774","TIMM23","Glioma","High - Low",0.655494564284828,0.0131805217815899,0.0369325384566954
"High...Low.12775","TLCD2","Glioma","High - Low",0.661362027947225,0.183387222884268,0.267312957413626
"High...Low.12776","TLCD3A","Glioma","High - Low",1.75081160742976,0.000694663716924497,0.00588733120350121
"High...Low.12777","TLE5","Glioma","High - Low",0.549101842550852,0.0334361950408223,0.0726533124451258
"High...Low.12778","TLR4","Glioma","High - Low",-0.351061025047891,0.578938990245601,0.662526406072007
"High...Low.12779","TMCO1","Glioma","High - Low",1.07289866185707,4.00543494020169e-10,1.04894330214002e-06
"High...Low.12780","TMEM101","Glioma","High - Low",0.586816461035406,0.0608476096188058,0.113738558222504
"High...Low.12781","TMEM138","Glioma","High - Low",0.993715276533622,0.03316746602782,0.0722740556112956
"High...Low.12782","TMEM14B","Glioma","High - Low",0.66058429920899,0.00119106975064764,0.0080349651287894
"High...Low.12783","TMEM156","Glioma","High - Low",-0.814144771235103,0.0541634780284409,0.104161228633787
"High...Low.12784","TMEM158","Glioma","High - Low",1.14291796526026,0.0545404163926269,0.104760482946319
"High...Low.12785","TMEM179B","Glioma","High - Low",1.14412664958869,0.00475372616720423,0.0187938678844723
"High...Low.12786","TMEM185A","Glioma","High - Low",0.639837194040154,0.260872951976814,0.354122997427369
"High...Low.12787","TMEM19","Glioma","High - Low",1.84062603643599,0.00232992122850874,0.0120038617544842
"High...Low.12788","TMEM191B","Glioma","High - Low",0.378877299246305,0.57363100357968,0.658408516906761
"High...Low.12789","TMEM201","Glioma","High - Low",1.19468769879133,0.00581961978896358,0.0215066070615774
"High...Low.12790","TMEM218","Glioma","High - Low",2.49905575483947,0.000284562917078894,0.00354254496618842
"High...Low.12791","TMEM271","Glioma","High - Low",-0.577831691407057,0.37273454544896,0.469874471753989
"High...Low.12792","TMEM88","Glioma","High - Low",1.50816586237319,0.00311854464018258,0.0143833122643715
"High...Low.12793","TMEM94","Glioma","High - Low",1.403613372222,0.000444257988531026,0.00456961044919502
"High...Low.12794","TMIGD3","Glioma","High - Low",-0.127798549018176,0.864816143115345,0.901369304939293
"High...Low.12795","TMTC1","Glioma","High - Low",0.358423683975788,0.479035690081452,0.573249252963492
"High...Low.12796","TNFRSF13C","Glioma","High - Low",1.08062025036801,0.093308769266308,0.157670025135248
"High...Low.12797","TNFRSF14","Glioma","High - Low",1.14057352024194,0.0381730546614357,0.0797825982022089
"High...Low.12798","TNFSF13","Glioma","High - Low",0.98442499667092,0.0357387538124562,0.0759927317993344
"High...Low.12799","TNK2","Glioma","High - Low",1.07530433825841,0.00534858678302792,0.0203529193074593
"High...Low.12800","TNRC6B","Glioma","High - Low",0.910253040231809,0.104748948528988,0.172526129816172
"High...Low.12801","TOP3B","Glioma","High - Low",1.1525025408212,0.0112727013327284,0.0333720893625921
"High...Low.12802","TOR1AIP2","Glioma","High - Low",1.67197342484387,0.00210709612827404,0.011279769707122
"High...Low.12803","TOR3A","Glioma","High - Low",2.07668209116533,0.000533649974840526,0.00505250381096302
"High...Low.12804","TOR4A","Glioma","High - Low",-0.312288301300707,0.428157250583212,0.52341434405159
"High...Low.12805","TP53","Glioma","High - Low",1.49349924555636,4.12231864382071e-08,2.45951592670362e-05
"High...Low.12806","TP53I13","Glioma","High - Low",-0.0504861779053378,0.894278532280601,0.924059197260852
"High...Low.12807","TPD52","Glioma","High - Low",0.940451550305643,0.00369749686284062,0.0161275895809577
"High...Low.12808","TRAF3IP1","Glioma","High - Low",1.94626519632025,0.000753478117115474,0.00617013287399001
"High...Low.12809","TRAF6","Glioma","High - Low",1.13416015521023,0.0443395865715464,0.0891694895665533
"High...Low.12810","TRAPPC3","Glioma","High - Low",0.623728480457866,0.0578487174894654,0.109603690754892
"High...Low.12811","TRAPPC6A","Glioma","High - Low",0.141960400206964,0.64475056040381,0.720031030953304
"High...Low.12812","TRIM13","Glioma","High - Low",1.90206100050794,0.000818298177452319,0.00651751601919749
"High...Low.12813","TRIM3","Glioma","High - Low",0.238600209724938,0.549666660233036,0.637665920890526
"High...Low.12814","TRIM49D2","Glioma","High - Low",-0.201092178914924,0.796780160348928,0.847525541804132
"High...Low.12815","TRIM64B","Glioma","High - Low",0.249223724000967,0.691159410615438,0.760445540825144
"High...Low.12816","TRMT61A","Glioma","High - Low",0.917395548842146,0.125409642651832,0.198730952545454
"High...Low.12817","TRMU","Glioma","High - Low",1.7439690419467,0.000562961593086907,0.00519621158976178
"High...Low.12818","TSPAN4","Glioma","High - Low",1.73193269856957,0.00626426437046054,0.0226631980570887
"High...Low.12819","TTC1","Glioma","High - Low",0.403104059108754,0.0369585923200775,0.0779786992973082
"High...Low.12820","TTC4","Glioma","High - Low",0.858164454203148,0.0716568922216827,0.128813199718659
"High...Low.12821","TTC9","Glioma","High - Low",0.294534371216262,0.356484944150055,0.45389088474337
"High...Low.12822","TTF2","Glioma","High - Low",0.633751768918607,0.230785269563354,0.321000883754255
"High...Low.12823","TTLL3","Glioma","High - Low",0.975918065633394,0.000407896080110262,0.00431769706787693
"High...Low.12824","TUBA3E","Glioma","High - Low",0.0648592338700712,0.841218900417028,0.882747257738465
"High...Low.12825","TUBGCP5","Glioma","High - Low",1.15122846855241,0.0103378210919755,0.0315679639408412
"High...Low.12826","TXNIP","Glioma","High - Low",1.04582603743275,0.0338430707383741,0.0732706958082457
"High...Low.12827","TYMP","Glioma","High - Low",1.01600668443192,0.210984958824985,0.298245590947554
"High...Low.12828","TYW1B","Glioma","High - Low",1.17490631881875,0.0462712780292014,0.0920364749376216
"High...Low.12829","UBA7","Glioma","High - Low",0.335578562149266,0.554818982175994,0.642447802671778
"High...Low.12830","UBB","Glioma","High - Low",0.721208290963737,0.00413591781420924,0.0171743798818328
"High...Low.12831","UBE2C","Glioma","High - Low",1.6885182307243,0.0137395684842884,0.0379868897240861
"High...Low.12832","UBE2NL","Glioma","High - Low",1.6423695389945,0.00116754854071802,0.00791575400837015
"High...Low.12833","UBE2Q2L","Glioma","High - Low",1.00711813991404,0.134089652436521,0.209607086403148
"High...Low.12834","UBXN1","Glioma","High - Low",0.957117062948599,0.0102633868653287,0.0314212736999333
"High...Low.12835","UHRF1","Glioma","High - Low",2.48642677246071,0.000243772780345211,0.00322746287749261
"High...Low.12836","UMPS","Glioma","High - Low",0.991045314257238,0.00619624230545029,0.0224933730933091
"High...Low.12837","UQCRHL","Glioma","High - Low",0.620015253999178,0.0066205310325145,0.0234295225242553
"High...Low.12838","USP17L15","Glioma","High - Low",0.581356900194414,0.530885970074986,0.620670014513077
"High...Low.12839","USP17L3","Glioma","High - Low",0.564468346396267,0.539421441407053,0.628341282251041
"High...Low.12840","USP17L7","Glioma","High - Low",1.05198811271413,0.0809851178063521,0.141351523934467
"High...Low.12841","USP2","Glioma","High - Low",0.431912422231962,0.368471492034261,0.465677591437659
"High...Low.12842","UTF1","Glioma","High - Low",0.573444757222725,0.495958117343498,0.58861368104352
"High...Low.12843","UTP4","Glioma","High - Low",1.56967684842543,0.00387729806501001,0.0166021389350036
"High...Low.12844","VANGL1","Glioma","High - Low",0.487506050268572,0.439678327024639,0.534653418839211
"High...Low.12845","VARS1","Glioma","High - Low",0.478949936530508,0.0271950805387955,0.0621732710040459
"High...Low.12846","VAV1","Glioma","High - Low",-0.122452888859162,0.849247317228849,0.889532387152592
"High...Low.12847","VCAM1","Glioma","High - Low",-0.0261567839919148,0.972529331664094,0.981675845575829
"High...Low.12848","VCPIP1","Glioma","High - Low",1.0779773356403,0.00774526288647768,0.0261046260580537
"High...Low.12849","VKORC1","Glioma","High - Low",0.761001656191476,0.0925788050802751,0.156699440760228
"High...Low.12850","VMA21","Glioma","High - Low",1.2101598206061,5.16416020020938e-06,0.000472333092445849
"High...Low.12851","VRK1","Glioma","High - Low",0.668052663717683,0.285338594911427,0.380161127571248
"High...Low.12852","VRK3","Glioma","High - Low",2.38902904232946,7.69685718978149e-05,0.00174364442980967
"High...Low.12853","WARS1","Glioma","High - Low",1.19710061298337,0.0210483515878487,0.051547027564519
"High...Low.12854","WASF3","Glioma","High - Low",0.351821312402755,0.422971137265056,0.518041724006047
"High...Low.12855","WBP11","Glioma","High - Low",2.15216205031372,5.81539507762513e-06,0.00048367159406874
"High...Low.12856","WDR12","Glioma","High - Low",0.749214233959165,0.00234888254297607,0.0120423915496197
"High...Low.12857","WDR27","Glioma","High - Low",0.944591532048241,0.054215979492942,0.104229046466096
"High...Low.12858","WDR90","Glioma","High - Low",1.50499942151443,0.00293927905989736,0.0139344388161825
"High...Low.12859","WFS1","Glioma","High - Low",0.326149943943774,0.420696634856964,0.516221697761886
"High...Low.12860","WNT7B","Glioma","High - Low",0.929792980956348,0.191045093294376,0.275865069651143
"High...Low.12861","XBP1","Glioma","High - Low",0.472268741863059,0.174716329085452,0.257540877298763
"High...Low.12862","XKR6","Glioma","High - Low",1.83237375251976,0.00192523437992579,0.0106902644923236
"High...Low.12863","XRCC3","Glioma","High - Low",0.416354332313583,0.410593113088167,0.506386570855841
"High...Low.12864","YARS1","Glioma","High - Low",0.494609556883518,0.023146058170165,0.0553156571783428
"High...Low.12865","YIF1B","Glioma","High - Low",1.77819033557112,0.000454440898398582,0.00460477914162135
"High...Low.12866","YPEL2","Glioma","High - Low",-0.129927735515472,0.788186334469069,0.840774897233237
"High...Low.12867","ZBED6","Glioma","High - Low",1.63716745173957,0.0127310240468009,0.0360977366149043
"High...Low.12868","ZBED8","Glioma","High - Low",1.44244418442388,0.0174998761328427,0.0452673603483686
"High...Low.12869","ZBTB10","Glioma","High - Low",1.73218919379108,0.00137976031579124,0.00873625801497606
