contrast,ratio,SE,df,null,z.ratio,p.value,fold_change,modelest_cpc_1,modelest_cpc_2,term,target,msg,counts_1,propnz_1,ncells_1,counts_2,propnz_2,ncells_2,padj,log2fc,sig_level
Within30micronTumor / Within30um16StumorHigh,1.018488441,0.18917711,Inf,1,0.098628785,0.921433014,1.018488441,0.049012616,0.048122899,tumor16SProximity_v3,ABCA2,NA,121,0.028525296,3716,50,0.061911171,743,0.958035975,0.026429607,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.229281119,0.291959707,Inf,1,0.869160821,0.384759173,1.229281119,0.036082334,0.029352386,tumor16SProximity_v3,ABCA5,NA,92,0.022874058,3716,28,0.033647376,743,0.556073331,0.297814877,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.245030264,0.499748856,Inf,1,3.633022095,0.000280121,2.245030264,0.069806035,0.031093583,tumor16SProximity_v3,ABCB1,NA,159,0.035791173,3716,31,0.040376851,743,0.00346755,1.166734893,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.127296993,0.152981531,Inf,1,0.882954937,0.37726062,1.127296993,0.095466465,0.084686171,tumor16SProximity_v3,ABCB10,NA,239,0.055974166,3716,89,0.095558546,743,0.548960859,0.172867652,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.113314694,0.231084204,Inf,1,0.517149915,0.605051512,1.113314694,0.036504191,0.032788744,tumor16SProximity_v3,ABCB7,NA,90,0.023143165,3716,34,0.045760431,743,0.747929395,0.154861448,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.105716464,0.189100382,Inf,1,0.587610274,0.556793913,1.105716464,0.053670157,0.048538806,tumor16SProximity_v3,ABCB8,NA,134,0.034176534,3716,50,0.064602961,743,0.708261121,0.144981487,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.595455906,0.391707437,Inf,1,1.902778351,0.057069473,1.595455906,0.035832684,0.022459213,tumor16SProximity_v3,ABCB9,NA,88,0.021797632,3716,23,0.030955585,743,0.164267538,0.673968737,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.799951136,0.132235781,Inf,1,-1.350260861,0.176932322,0.799951136,0.047327354,0.059162806,tumor16SProximity_v3,ABCC1,NA,119,0.028794403,3716,62,0.075370121,743,0.339941199,-0.322016217,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.444566114,0.563528785,Inf,1,3.877563352,0.000105508,2.444566114,0.066679928,0.027276795,tumor16SProximity_v3,ABCC3,NA,170,0.039558665,3716,26,0.030955585,743,0.001501664,1.289578424,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.339535699,0.322982665,Inf,1,1.212378305,0.225367602,1.339535699,0.032857184,0.024528786,tumor16SProximity_v3,ABCC4,NA,81,0.020182992,3716,25,0.03230148,743,0.399338977,0.42173303,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.222504573,0.292926988,Inf,1,0.838445198,0.401780714,1.222504573,0.032104042,0.026260876,tumor16SProximity_v3,ABCC8,NA,82,0.021528525,3716,26,0.03230148,743,0.572502762,0.289839862,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.195214418,0.297229947,Inf,1,0.71707891,0.473325408,1.195214418,0.031625385,0.02646001,tumor16SProximity_v3,ABCC9,NA,78,0.019375673,3716,26,0.034993271,743,0.640607153,0.257269456,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.681247542,0.299635812,Inf,1,2.91510147,0.003555729,1.681247542,0.076401533,0.045443357,tumor16SProximity_v3,ABCD1,NA,185,0.044940797,3716,46,0.056527591,743,0.024305563,0.749532159,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.99754284,0.121458264,Inf,1,-0.020205616,0.983879348,0.99754284,0.114857439,0.115140357,tumor16SProximity_v3,ABCE1,NA,286,0.065931109,3716,122,0.125168237,743,0.990666138,-0.003549295,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.367486355,0.248152164,Inf,1,1.724700065,0.084581539,1.367486355,0.059100689,0.043218486,tumor16SProximity_v3,ABCG1,NA,147,0.037136706,3716,44,0.055181696,743,0.208953253,0.451526438,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.861759922,0.099894177,Inf,1,-1.28347221,0.19932669,0.861759922,0.105816057,0.122790645,tumor16SProximity_v3,ABHD12,NA,267,0.062432723,3716,132,0.148048452,743,0.368966425,-0.21464209,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.085375571,0.108281203,Inf,1,0.821200337,0.411532165,1.085375571,0.187362358,0.172624447,tumor16SProximity_v3,ABHD2,NA,478,0.099569429,3716,186,0.174966353,743,0.581834329,0.118194343,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.924781946,0.146711895,Inf,1,-0.492907916,0.622077654,0.924781946,0.060387608,0.065299294,tumor16SProximity_v3,ABHD3,NA,149,0.035791173,3716,67,0.078061911,743,0.760755032,-0.112814862,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.389778767,0.227231977,Inf,1,2.013088765,0.044105292,1.389778767,0.070957932,0.051056998,tumor16SProximity_v3,ABHD5,NA,176,0.042249731,3716,54,0.068640646,743,0.138153341,0.474855245,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.725474241,0.389256072,Inf,1,2.418072849,0.015602953,1.725474241,0.043728851,0.025343091,tumor16SProximity_v3,ABHD6,NA,107,0.027717976,3716,27,0.030955585,743,0.070298643,0.786992937,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.095857648,0.113192069,Inf,1,0.886209149,0.375504835,1.095857648,0.153014864,0.139630238,tumor16SProximity_v3,ABI1,NA,384,0.088266954,3716,146,0.165545087,743,0.54769619,0.132060405,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.801737589,0.103589128,Inf,1,-1.710247998,0.087220023,0.801737589,0.086735682,0.108184627,tumor16SProximity_v3,ABI2,NA,222,0.051668461,3716,110,0.126514132,743,0.213223306,-0.31879798,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.69936904,0.456792627,Inf,1,1.972672775,0.048532856,1.69936904,0.033769061,0.019871529,tumor16SProximity_v3,ABI3BP,NA,91,0.022874058,3716,19,0.02422611,743,0.14717106,0.764999186,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.213318744,0.144102735,Inf,1,1.628050612,0.103514154,1.213318744,0.134248567,0.110645754,tumor16SProximity_v3,ABL1,NA,337,0.075888052,3716,116,0.125168237,743,0.240221256,0.278958602,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.075845173,0.182151227,Inf,1,0.431791436,0.665893004,1.075845173,0.056510093,0.052526232,tumor16SProximity_v3,ABL2,NA,139,0.03444564,3716,53,0.067294751,743,0.793445426,0.105470472,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.990982864,0.088541899,Inf,1,-0.101379782,0.919248985,0.990982864,0.188727041,0.190444303,tumor16SProximity_v3,ABLIM1,NA,473,0.100645856,3716,197,0.215343203,743,0.957576969,-0.013067984,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.667691283,0.039963828,Inf,1,-6.748605605,1.49E-11,0.667691283,0.363121239,0.543846009,tumor16SProximity_v3,ABR,NA,931,0.17088267,3716,600,0.438761777,743,1.07E-09,-0.58274689,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.29353379,0.280940568,Inf,1,1.185044018,0.236000043,1.29353379,0.042259967,0.032670169,tumor16SProximity_v3,ABRAXAS1,NA,102,0.024219591,3716,33,0.041722746,743,0.411683781,0.371317741,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.045039152,0.175295785,Inf,1,0.262633361,0.792833184,1.045039152,0.05907406,0.056528083,tumor16SProximity_v3,ABRAXAS2,NA,146,0.0368676,3716,58,0.068640646,743,0.879707307,0.063556993,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.165208329,0.197152011,Inf,1,0.903669353,0.366170754,1.165208329,0.05755222,0.049392214,tumor16SProximity_v3,ACAA1,NA,144,0.035791173,3716,53,0.057873486,743,0.540979849,0.220587919,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.833624915,0.807292698,Inf,1,1.377093239,0.168483423,1.833624915,0.013949779,0.007607761,tumor16SProximity_v3,ACAA2,NA,36,0.008880517,3716,7,0.009421265,743,0.329949909,0.874698553,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.771321346,0.088248229,Inf,1,-2.269436402,0.023241801,0.771321346,0.121142817,0.157058816,tumor16SProximity_v3,ACACA,NA,309,0.066469322,3716,170,0.156123822,743,0.091793224,-0.374596058,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.740134319,0.420734041,Inf,1,2.291159557,0.021954187,1.740134319,0.041080015,0.023607382,tumor16SProximity_v3,ACACB,NA,105,0.02583423,3716,23,0.028263795,743,0.088690987,0.79919867,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.630700267,0.058225313,Inf,1,-4.99276374,5.95E-07,0.630700267,0.157484508,0.249697862,tumor16SProximity_v3,ACAD9,NA,402,0.085575888,3716,270,0.242261104,743,1.74E-05,-0.664973551,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.798465324,0.087686447,Inf,1,-2.049411245,0.040421919,0.798465324,0.10887937,0.1363608,tumor16SProximity_v3,ACADM,NA,272,0.064854682,3716,146,0.153432032,743,0.130583606,-0.32469834,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.579249574,0.270717167,Inf,1,2.66565196,0.00768392,1.579249574,0.075046762,0.047520521,tumor16SProximity_v3,ACADS,NA,188,0.045209903,3716,50,0.056527591,743,0.041891943,0.659239183,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.615998279,0.046030041,Inf,1,-6.483983161,8.93E-11,0.615998279,0.253744621,0.411924236,tumor16SProximity_v3,ACADVL,NA,656,0.124865447,3716,468,0.34858681,743,5.75E-09,-0.699001775,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.994526869,0.115688997,Inf,1,-0.047179304,0.962370322,0.994526869,0.110002284,0.110607654,tumor16SProximity_v3,ACAP2,NA,274,0.065931109,3716,116,0.130551817,743,0.980950739,-0.007917747,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.929418291,0.113154009,Inf,1,-0.601216491,0.547695802,0.929418291,0.101078153,0.108754211,tumor16SProximity_v3,ACAP3,NA,252,0.059203445,3716,115,0.131897712,743,0.700293307,-0.105600058,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.223849794,0.240906259,Inf,1,1.026205983,0.304794502,1.223849794,0.04713743,0.038515698,tumor16SProximity_v3,ACAT1,NA,116,0.029332616,3716,39,0.049798116,743,0.482995289,0.291426503,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.757299201,0.123798642,Inf,1,-1.700558228,0.089025974,0.757299201,0.046506579,0.061411103,tumor16SProximity_v3,ACAT2,NA,116,0.028525296,3716,66,0.078061911,743,0.216331015,-0.401064689,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.724896567,0.114792662,Inf,1,-2.031648078,0.042189296,0.724896567,0.048119739,0.066381524,tumor16SProximity_v3,ACBD5,NA,120,0.028794403,3716,69,0.084791386,743,0.13426238,-0.464152939,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.875137325,0.103587628,Inf,1,-1.126784852,0.259833457,0.875137325,0.100821856,0.115206898,tumor16SProximity_v3,ACBD6,NA,253,0.058127018,3716,120,0.135935397,743,0.437923946,-0.192418675,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.144942468,0.161197677,Inf,1,0.961384748,0.33635875,1.144942468,0.082783281,0.072303442,tumor16SProximity_v3,ACD,NA,203,0.052744887,3716,76,0.086137281,743,0.512629657,0.195275106,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.21908923,0.203016641,Inf,1,1.189589725,0.234207686,1.21908923,0.078615974,0.064487465,tumor16SProximity_v3,ACE,NA,184,0.040096878,3716,69,0.078061911,743,0.409830277,0.285803726,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.123585128,0.251707049,Inf,1,0.52014946,0.602959408,1.123585128,0.03270131,0.029104434,tumor16SProximity_v3,ACE2,NA,83,0.021259419,3716,29,0.039030956,743,0.746239283,0.168109434,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.958823917,0.572872949,Inf,1,2.298946041,0.021508004,1.958823917,0.029883635,0.015255907,tumor16SProximity_v3,ACER2,NA,76,0.019913886,3716,15,0.01884253,743,0.087456785,0.969987716,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.079815498,0.165974642,Inf,1,0.499589803,0.617363939,1.079815498,0.070104514,0.064922678,tumor16SProximity_v3,ACER3,NA,175,0.041442411,3716,66,0.076716016,743,0.757088953,0.110784828,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.920058575,0.725124007,Inf,1,1.727375083,0.084100323,1.920058575,0.018371693,0.009568298,tumor16SProximity_v3,ACHE,NA,48,0.012648009,3716,9,0.012113055,743,0.208564597,0.941150323,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.78898443,0.030241829,Inf,1,-6.18336181,6.28E-10,0.78898443,1.560392179,1.977722398,tumor16SProximity_v3,ACIN1,NA,4175,0.390473628,3716,2122,0.746971736,743,3.62E-08,-0.341931265,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.575005702,0.921044025,Inf,1,2.644361811,0.008184512,2.575005702,0.025778528,0.010011057,tumor16SProximity_v3,ACKR1,NA,62,0.015877287,3716,10,0.01345895,743,0.04373333,1.364575627,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.224483495,0.259153912,Inf,1,0.956888191,0.338623692,1.224483495,0.040945521,0.033439015,tumor16SProximity_v3,ACKR3,NA,98,0.02583423,3716,35,0.043068641,743,0.514305028,0.292173328,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.820290452,0.175201573,Inf,1,-0.927485433,0.353674552,0.820290452,0.028997961,0.035350845,tumor16SProximity_v3,ACKR4,NA,72,0.01883746,3716,37,0.045760431,743,0.528203023,-0.285793259,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.70274316,0.046080108,Inf,1,-5.37981263,7.46E-08,0.70274316,0.311061038,0.4426383,tumor16SProximity_v3,ACLY,NA,800,0.147470398,3716,491,0.370121131,743,2.83E-06,-0.508930588,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.504844291,0.194036551,Inf,1,3.169577877,0.001526605,1.504844291,0.115259234,0.076592133,tumor16SProximity_v3,ACO2,NA,288,0.068083961,3716,83,0.098250336,743,0.013151802,0.589614217,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.272928226,0.262907647,Inf,1,1.168406331,0.242642902,1.272928226,0.046885816,0.036833039,tumor16SProximity_v3,ACOT11,NA,114,0.028525296,3716,37,0.047106326,743,0.419363517,0.348151076,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.047136984,0.664114359,Inf,1,2.208437981,0.027213757,2.047136984,0.025624152,0.012517067,tumor16SProximity_v3,ACOT12,NA,61,0.015069968,3716,13,0.01615074,743,0.101264684,1.033607643,P < 0.05
Within30micronTumor / Within30um16StumorHigh,0.946832149,0.096042767,Inf,1,-0.538600718,0.590162392,0.946832149,0.142148603,0.150130731,tumor16SProximity_v3,ACOT13,NA,354,0.082346609,3716,158,0.166890983,743,0.737046724,-0.078819402,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.997716924,0.082499767,Inf,1,-0.027642109,0.977947596,0.997716924,0.23503648,0.235574314,tumor16SProximity_v3,ACOT7,NA,590,0.123250807,3716,254,0.240915209,743,0.988630147,-0.003297548,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.873295749,0.170427555,Inf,1,-0.694224522,0.487541416,0.873295749,0.035893229,0.041100886,tumor16SProximity_v3,ACOT8,NA,90,0.023412271,3716,42,0.053835801,743,0.652838355,-0.195457778,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.145138261,0.80869597,Inf,1,2.02446677,0.042922148,2.145138261,0.019221893,0.008960678,tumor16SProximity_v3,ACOT9,NA,49,0.012378902,3716,9,0.012113055,743,0.135755303,1.101070637,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.015888755,0.11882363,Inf,1,0.134773853,0.892790679,1.015888755,0.109441422,0.10772973,tumor16SProximity_v3,ACOX1,NA,273,0.065931109,3716,114,0.126514132,743,0.940844236,0.022742429,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.617580992,0.37990242,Inf,1,2.047752599,0.040584247,1.617580992,0.038140995,0.023579033,tumor16SProximity_v3,ACOX2,NA,94,0.024488698,3716,25,0.02960969,743,0.130703281,0.693837949,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.823008286,0.121939657,Inf,1,-1.314691001,0.188613772,0.823008286,0.059603333,0.072421304,tumor16SProximity_v3,ACOX3,NA,149,0.037944026,3716,77,0.092866756,743,0.356071904,-0.281021139,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.010544118,0.218190956,Inf,1,0.048579065,0.961254754,1.010544118,0.032620157,0.032279795,tumor16SProximity_v3,ACP3,NA,82,0.020721206,3716,33,0.040376851,743,0.980622728,0.015132307,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.201280237,0.210350747,Inf,1,1.047299362,0.29496153,1.201280237,0.067766005,0.056411488,tumor16SProximity_v3,ACP5,NA,163,0.038213132,3716,63,0.072678331,743,0.473609923,0.264572745,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.319815485,0.391188083,Inf,1,0.936220142,0.349159855,1.319815485,0.023220679,0.017593883,tumor16SProximity_v3,ACSBG1,NA,59,0.015608181,3716,17,0.020188425,743,0.523866996,0.400336249,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.804211375,0.109683649,Inf,1,-1.597614077,0.110128892,0.804211375,0.087013166,0.108196885,tumor16SProximity_v3,ACSF3,NA,218,0.050053821,3716,114,0.125168237,743,0.249505922,-0.314353352,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.297957073,0.202650437,Inf,1,1.670345433,0.094851039,1.297957073,0.080074715,0.061692884,tumor16SProximity_v3,ACSL1,NA,195,0.046824543,3716,65,0.071332436,743,0.2267395,0.37624267,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.779666136,0.067434115,Inf,1,-2.877633955,0.004006698,0.779666136,0.18749173,0.240476944,tumor16SProximity_v3,ACSL3,NA,474,0.102529602,3716,257,0.242261104,743,0.026555119,-0.359071621,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.844157628,0.136114602,Inf,1,-1.050686994,0.293402372,0.844157628,0.050734196,0.060100382,tumor16SProximity_v3,ACSL4,NA,127,0.030947255,3716,66,0.080753701,743,0.47258056,-0.244415679,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.793621153,0.451920425,Inf,1,2.318768984,0.020407566,1.793621153,0.043767524,0.024401766,tumor16SProximity_v3,ACSL5,NA,104,0.026372443,3716,25,0.028263795,743,0.084375859,0.842875198,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.381126001,0.40060332,Inf,1,1.113231803,0.265608887,1.381126001,0.023470995,0.016994101,tumor16SProximity_v3,ACSM2A,NA,58,0.014800861,3716,17,0.02153432,743,0.443679013,0.465844944,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.482902686,0.24724722,Inf,1,2.363083371,0.018123592,1.482902686,0.077092365,0.051987474,tumor16SProximity_v3,ACSM3,NA,188,0.046555436,3716,53,0.071332436,743,0.078067941,0.568423925,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.94374712,0.125405608,Inf,1,-0.435707431,0.663049014,0.94374712,0.078986849,0.08369493,tumor16SProximity_v3,ACSS1,NA,196,0.048708288,3716,88,0.107671602,743,0.791737738,-0.083527758,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.443292618,0.282015222,Inf,1,1.87785287,0.060401295,1.443292618,0.056050026,0.038834832,tumor16SProximity_v3,ACSS2,NA,138,0.034176534,3716,39,0.047106326,743,0.170209307,0.529363827,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.321987269,0.45089061,Inf,1,0.81841222,0.413121846,1.321987269,0.016242418,0.012286365,tumor16SProximity_v3,ACSS3,NA,41,0.010764263,3716,12,0.014804845,743,0.583547598,0.402708283,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.458006907,0.445689835,Inf,1,4.959975209,7.05E-07,2.458006907,0.187559529,0.076305534,tumor16SProximity_v3,ACTA2,NA,414,0.069160388,3716,71,0.080753701,743,2.00E-05,1.29748897,P-adjust < 0.001
Within30micronTumor / Within30um16StumorHigh,1.129587347,0.276631764,Inf,1,0.49756728,0.618789071,1.129587347,0.028460613,0.025195584,tumor16SProximity_v3,ACTG2,NA,71,0.019106566,3716,25,0.030955585,743,0.758084111,0.175795834,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.988811379,0.095899823,Inf,1,-0.116014745,0.907640855,0.988811379,0.162838632,0.164681187,tumor16SProximity_v3,ACTL6A,NA,405,0.087997847,3716,177,0.205921938,743,0.949449207,-0.016232749,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.305993372,0.186796909,Inf,1,1.866482472,0.061973894,1.305993372,0.098165643,0.075165499,tumor16SProximity_v3,ACTN1,NA,245,0.056512379,3716,78,0.091520861,743,0.172068932,0.385147575,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.145651058,0.074890514,Inf,1,2.080072627,0.037518872,1.145651058,0.440826393,0.384782426,tumor16SProximity_v3,ACTN4,NA,1119,0.192680301,3716,412,0.3512786,743,0.123995575,0.196167695,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.200808406,0.176166929,Inf,1,1.247350664,0.212268948,1.200808406,0.081717975,0.068052467,tumor16SProximity_v3,ACTR10,NA,203,0.051130248,3716,72,0.083445491,743,0.383948841,0.264005981,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.955501457,0.103840438,Inf,1,-0.418848979,0.675326507,0.955501457,0.122489757,0.128194212,tumor16SProximity_v3,ACTR1A,NA,304,0.072658773,3716,133,0.152086137,743,0.798677356,-0.065670022,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.133988461,0.110623166,Inf,1,1.288960375,0.197411863,1.133988461,0.190133783,0.167668181,tumor16SProximity_v3,ACTR1B,NA,484,0.101184069,3716,178,0.187079408,743,0.366740775,0.181405961,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.809926755,0.062036558,Inf,1,-2.752277833,0.005918229,0.809926755,0.226968192,0.280232986,tumor16SProximity_v3,ACTR2,NA,575,0.122174381,3716,301,0.290713324,743,0.034640321,-0.304136651,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.952645336,0.083446658,Inf,1,-0.553830468,0.579694875,0.952645336,0.179033798,0.187933317,tumor16SProximity_v3,ACTR3,NA,448,0.100914962,3716,204,0.220726783,743,0.729134273,-0.069988887,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.26390632,0.27962108,Inf,1,1.058632396,0.289767227,1.26390632,0.036389338,0.028791167,tumor16SProximity_v3,ACTR3B,NA,90,0.022604952,3716,30,0.037685061,743,0.468846106,0.337889536,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.995564897,0.115310967,Inf,1,-0.038376687,0.969387348,0.995564897,0.124259202,0.124812759,tumor16SProximity_v3,ACVR1,NA,309,0.068891281,3716,133,0.139973082,743,0.984981237,-0.006412732,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.729036824,0.042676038,Inf,1,-5.398773463,6.71E-08,0.729036824,0.478843977,0.65681727,tumor16SProximity_v3,ACVR1B,NA,1263,0.19752422,3716,733,0.458950202,743,2.57E-06,-0.455936407,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.881048336,0.433007512,Inf,1,2.744759203,0.006055531,1.881048336,0.052196248,0.027748488,tumor16SProximity_v3,ACVR1C,NA,125,0.031216362,3716,28,0.033647376,743,0.035298778,0.911536921,NS or |log2FC| < 1
