contrast,ratio,SE,df,null,z.ratio,p.value,fold_change,modelest_cpc_1,modelest_cpc_2,term,target,counts_1,propnz_1,ncells_1,counts_2,propnz_2,ncells_2,padj,log2fc,sig_level
Within30micronTumor / Within30um16StumorHigh,0.705965389,0.233130272,Inf,1,-1.054386581,0.291705964,0.705965389,0.027097968,0.038384273,tumor16SProximity_v3,GSC,162,0.024328594,6330,11,0.030674847,326,0.828455666,-0.50233064,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.180761923,0.497314488,Inf,1,0.394509551,0.693204877,1.180761923,0.024602856,0.020836424,tumor16SProximity_v3,GSDMD,150,0.022590837,6330,6,0.018404908,326,0.951820967,0.239718103,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.783950694,0.178637021,Inf,1,-1.068203959,0.285428519,0.783950694,0.064552436,0.082342469,tumor16SProximity_v3,GSK3A,394,0.052764613,6330,23,0.067484663,326,0.828455666,-0.351165175,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.690475811,0.252341754,Inf,1,-1.013445127,0.310847594,0.690475811,0.019260167,0.02789405,tumor16SProximity_v3,GSK3B,118,0.018009479,6330,8,0.024539877,326,0.840408154,-0.53433722,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.564761252,0.496622083,Inf,1,1.41072191,0.158326628,1.564761252,0.058680344,0.037501148,tumor16SProximity_v3,GSKIP,359,0.051026856,6330,11,0.030674847,326,0.743837752,0.645942551,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.800924841,0.126176416,Inf,1,-1.409105157,0.158804076,0.800924841,0.14275735,0.178240632,tumor16SProximity_v3,GSN,883,0.110268562,6330,51,0.134969325,326,0.743837752,-0.320261228,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.680329823,0.249453789,Inf,1,-1.050486288,0.293494592,0.680329823,0.018831546,0.027680024,tumor16SProximity_v3,GSR,115,0.017693523,6330,8,0.024539877,326,0.828455666,-0.555693763,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.808694571,0.247554722,Inf,1,-0.693637871,0.487909338,0.808694571,0.034040917,0.042093663,tumor16SProximity_v3,GSS,207,0.030963665,6330,12,0.033742331,326,0.900109801,-0.306333169,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.670336338,0.216741984,Inf,1,-1.237038794,0.216072681,0.670336338,0.024980821,0.0372661,tumor16SProximity_v3,GSTM4,151,0.022906793,6330,11,0.033742331,326,0.797428152,-0.577042952,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.158744175,0.465100312,Inf,1,0.367072795,0.713564719,1.158744175,0.028538728,0.024629015,tumor16SProximity_v3,GSTM5,169,0.025592417,6330,7,0.021472393,326,0.956501393,0.212562086,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.19045182,0.403389891,Inf,1,0.514477286,0.606918337,1.19045182,0.039953241,0.033561409,tumor16SProximity_v3,GSTO1,244,0.035387046,6330,10,0.024539877,326,0.929334328,0.251509233,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.270365763,0.132341498,Inf,1,2.297123033,0.021611752,1.270365763,0.499922068,0.393526087,tumor16SProximity_v3,GSTP1,3358,0.273775671,6330,116,0.248466258,326,0.535425665,0.345243937,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.706098993,0.193452986,Inf,1,-1.270191473,0.204016434,0.706098993,0.039031254,0.055277312,tumor16SProximity_v3,GTF2A1,237,0.034755134,6330,16,0.04601227,326,0.790739559,-0.502057637,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.197800079,0.393383029,Inf,1,0.549558207,0.582622431,1.197800079,0.042080985,0.035131894,tumor16SProximity_v3,GTF2B,255,0.037756714,6330,10,0.027607362,326,0.926197022,0.260387133,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.699977165,0.222074271,Inf,1,-1.124340742,0.260868501,0.699977165,0.028650306,0.040930344,tumor16SProximity_v3,GTF2E2,175,0.024802528,6330,12,0.036809816,326,0.815954845,-0.514620237,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.72660777,0.135803842,Inf,1,-1.708755851,0.087496184,0.72660777,0.08598831,0.118342128,tumor16SProximity_v3,GTF2F1,531,0.071090047,6330,34,0.082822086,326,0.662790212,-0.460751302,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.836269603,0.772084238,Inf,1,1.445395874,0.148346722,1.836269603,0.037994712,0.020691249,tumor16SProximity_v3,GTF2F2,231,0.034439179,6330,6,0.018404908,326,0.733077085,0.876777893,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.781679905,0.251569252,Inf,1,-0.76533812,0.44407023,0.781679905,0.030194812,0.038628103,tumor16SProximity_v3,GTF2H1,183,0.026698262,6330,11,0.033742331,326,0.883615931,-0.355350144,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.985800236,0.270498399,Inf,1,-0.052120334,0.958432811,0.985800236,0.050975662,0.051709931,tumor16SProximity_v3,GTF2H3,309,0.045655608,6330,15,0.042944785,326,0.999992957,-0.020632769,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.250445912,0.449928675,Inf,1,0.621153861,0.534498394,1.250445912,0.038599591,0.030868661,tumor16SProximity_v3,GTF2H5,227,0.033491311,6330,9,0.027607362,326,0.910274458,0.322442655,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.84155963,0.137007002,Inf,1,-1.059564061,0.289342971,0.84155963,0.12895709,0.153235832,tumor16SProximity_v3,GTF2I,796,0.103475513,6330,44,0.116564417,326,0.828455666,-0.248862595,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.080997053,0.315309094,Inf,1,0.267014726,0.789457823,1.080997053,0.048689881,0.045041641,tumor16SProximity_v3,GTF2IRD1,295,0.043917852,6330,13,0.039877301,326,0.974772008,0.11236259,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.783305624,0.290184786,Inf,1,-0.659264617,0.509725859,0.783305624,0.021843823,0.027886718,tumor16SProximity_v3,GTF3C1,133,0.019747235,6330,8,0.024539877,326,0.905218998,-0.352352779,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.681820311,0.224665314,Inf,1,-1.162305663,0.245111327,0.681820311,0.028631344,0.041992506,tumor16SProximity_v3,GUCA2B,169,0.023696682,6330,12,0.033742331,326,0.809685211,-0.552536517,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.464647749,0.67934638,Inf,1,0.822748496,0.410651031,1.464647749,0.025986163,0.017742261,tumor16SProximity_v3,GUCY1A1,157,0.022906793,6330,5,0.015337423,326,0.880926035,0.550553735,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.016162433,0.364343754,Inf,1,0.044716965,0.964332911,1.016162433,0.032907055,0.032383657,tumor16SProximity_v3,GUCY1A2,189,0.027804107,6330,10,0.027607362,326,0.999992957,0.023131034,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.536515707,1.815246416,Inf,1,1.300631644,0.19338457,2.536515707,0.017688518,0.00697355,tumor16SProximity_v3,GUCY1B1,107,0.0164297,6330,2,0.006134969,326,0.778133748,1.342848094,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.124081691,0.491179838,Inf,1,0.267681629,0.788944392,1.124081691,0.022625819,0.020128269,tumor16SProximity_v3,GUCY1B2,135,0.020379147,6330,6,0.018404908,326,0.974772008,0.168746885,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.845408496,0.097012282,Inf,1,-1.463463812,0.143340509,0.845408496,0.269492506,0.31877194,tumor16SProximity_v3,GUSB,1668,0.1835703,6330,93,0.220858896,326,0.727890719,-0.242279483,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.730732398,0.886320192,Inf,1,1.071152436,0.284100894,1.730732398,0.023945428,0.01383543,tumor16SProximity_v3,GYG1,146,0.022116904,6330,4,0.012269939,326,0.828448929,0.791382675,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.78697728,0.388976964,Inf,1,-0.484668933,0.627911207,0.78697728,0.013760888,0.01748575,tumor16SProximity_v3,GYPC,84,0.012006319,6330,5,0.015337423,326,0.935527594,-0.345606108,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.652842468,0.274351907,Inf,1,-1.014699373,0.310249153,0.652842468,0.016921816,0.025920213,tumor16SProximity_v3,GZMA,100,0.015007899,6330,7,0.015337423,326,0.839737419,-0.615193186,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.570305723,0.299194043,Inf,1,-1.07045524,0.284414446,0.570305723,0.007934453,0.01391263,tumor16SProximity_v3,GZMB,48,0.007582938,6330,4,0.012269939,326,0.828455666,-0.810192583,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.00601368,0.345389322,Inf,1,0.017463558,0.986066805,1.00601368,0.03533975,0.035128499,tumor16SProximity_v3,GZMH,207,0.030015798,6330,10,0.030674847,326,0.999992957,0.008649924,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.765327267,0.955862375,Inf,1,1.049627258,0.29388952,1.765327267,0.023063298,0.013064602,tumor16SProximity_v3,GZMK,131,0.01943128,6330,4,0.009202454,326,0.828455666,0.819935664,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.722574387,0.179289781,Inf,1,-1.309553949,0.190346776,0.722574387,0.049370301,0.068325563,tumor16SProximity_v3,GZMM,299,0.04328594,6330,20,0.058282209,326,0.778133748,-0.468781979,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.435005933,0.127555925,Inf,1,4.063156093,4.84E-05,1.435005933,1.563913474,1.089830668,tumor16SProximity_v3,H2AX,10100,0.545971564,6330,287,0.371165644,326,0.010320451,0.521056702,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.473283105,0.423421683,Inf,1,1.348271423,0.1775711,1.473283105,0.066374438,0.04505206,tumor16SProximity_v3,H2AZ1,416,0.056556082,6330,13,0.039877301,326,0.764865964,0.559034684,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.208721608,0.159776314,Inf,1,1.434062567,0.151554409,1.208721608,0.413677909,0.342244158,tumor16SProximity_v3,H2BC5,3276,0.213902054,6330,105,0.202453988,326,0.738887504,0.273482002,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.209568387,0.258535517,Inf,1,0.890155551,0.373382368,1.209568387,0.102352636,0.08461914,tumor16SProximity_v3,H3-3A,637,0.085624013,6330,24,0.070552147,326,0.861494846,0.27449234,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.135902239,0.251255153,Inf,1,0.576087324,0.564556159,1.135902239,0.090597496,0.079758181,tumor16SProximity_v3,H3-5,570,0.074407583,6330,23,0.064417178,326,0.917477964,0.183838675,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.509378138,0.302923938,Inf,1,2.051364999,0.040231415,1.509378138,0.173393664,0.114877551,tumor16SProximity_v3,H3C10,1193,0.117693523,6330,34,0.088957055,326,0.574739096,0.593954284,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.074226318,0.239623609,Inf,1,0.320984039,0.748222486,1.074226318,0.103323604,0.096184205,tumor16SProximity_v3,H3C2,748,0.077093207,6330,28,0.070552147,326,0.962845839,0.103297972,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.902966013,0.634768206,Inf,1,1.928884349,0.053745221,1.902966013,0.064970013,0.034141447,tumor16SProximity_v3,H3C8,413,0.054660348,6330,10,0.030674847,326,0.61471443,0.928249795,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.843603404,0.241463473,Inf,1,-0.594185064,0.552388342,0.843603404,0.037943089,0.044977402,tumor16SProximity_v3,H3P7,231,0.035387046,6330,13,0.039877301,326,0.915098115,-0.245363178,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.01216409,0.205841282,Inf,1,0.059452479,0.952591715,1.01216409,0.100807025,0.099595536,tumor16SProximity_v3,H4C3,662,0.08135861,6330,30,0.085889571,326,0.999992957,0.017443196,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.857253827,0.184248326,Inf,1,-0.716615914,0.473611122,0.857253827,0.070912236,0.082720232,tumor16SProximity_v3,H6PD,428,0.062085308,6330,24,0.070552147,326,0.89513829,-0.222205655,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.659871626,0.644052138,Inf,1,1.305987108,0.191556942,1.659871626,0.039478295,0.023783945,tumor16SProximity_v3,HACD2,241,0.036808847,6330,7,0.021472393,326,0.778133748,0.731071668,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.915750599,0.199364525,Inf,1,-0.404266158,0.686017009,0.915750599,0.074786611,0.081667008,tumor16SProximity_v3,HACD3,454,0.063981043,6330,24,0.070552147,326,0.949988728,-0.126973356,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.48369563,0.646136841,Inf,1,0.905955729,0.364959285,1.48369563,0.029860047,0.020125453,tumor16SProximity_v3,HACD4,177,0.026540284,6330,6,0.018404908,326,0.856885037,0.569195163,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.138253525,0.396165515,Inf,1,0.37206228,0.709846479,1.138253525,0.035269751,0.030985849,tumor16SProximity_v3,HACE1,213,0.031911532,6330,9,0.024539877,326,0.95634745,0.186821927,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.859343716,0.348028824,Inf,1,-0.374292953,0.708186375,0.859343716,0.021071671,0.024520655,tumor16SProximity_v3,HACL1,126,0.018957346,6330,7,0.021472393,326,0.95634745,-0.218692806,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.418796177,0.557784678,Inf,1,0.889782987,0.373582424,1.418796177,0.035358547,0.024921513,tumor16SProximity_v3,HADH,215,0.031121643,6330,7,0.021472393,326,0.861494846,0.504667348,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.349120679,0.286491178,Inf,1,1.410159577,0.158492569,1.349120679,0.11770221,0.087243648,tumor16SProximity_v3,HADHA,741,0.093206951,6330,25,0.067484663,326,0.743837752,0.432019404,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.087593266,0.331859863,Inf,1,0.275183043,0.783175614,1.087593266,0.04511474,0.041481261,tumor16SProximity_v3,HADHB,275,0.040126382,6330,12,0.033742331,326,0.973784488,0.121139124,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.062717008,0.282431177,Inf,1,0.228883538,0.818959436,1.062717008,0.063526315,0.059777264,tumor16SProximity_v3,HAMP,366,0.052290679,6330,17,0.052147239,326,0.978606194,0.087757472,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.27209555,1.060875926,Inf,1,1.757712263,0.07879648,2.27209555,0.039900436,0.017561073,tumor16SProximity_v3,HAND1,242,0.034281201,6330,5,0.015337423,326,0.648628284,1.184023507,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.346700098,0.438066752,Inf,1,0.915054649,0.360162941,1.346700098,0.052427249,0.038930159,tumor16SProximity_v3,HAND2,303,0.043127962,6330,11,0.027607362,326,0.854871761,0.429428607,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.720247881,0.293231213,Inf,1,-0.806041187,0.420219101,0.720247881,0.018841846,0.026160225,tumor16SProximity_v3,HAS2,110,0.016587678,6330,7,0.018404908,326,0.88152647,-0.473434585,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.611582651,0.20498286,Inf,1,-1.467041449,0.14236478,0.611582651,0.021028796,0.034384226,tumor16SProximity_v3,HAT1,128,0.01943128,6330,10,0.030674847,326,0.727890719,-0.709380613,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.559070364,0.13945932,Inf,1,-2.331061135,0.019750136,0.559070364,0.03739194,0.066882351,tumor16SProximity_v3,HAUS1,225,0.033333333,6330,19,0.052147239,326,0.524014344,-0.838898224,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.757665045,0.270221423,Inf,1,-0.778112139,0.436502907,0.757665045,0.023405678,0.030891854,tumor16SProximity_v3,HAUS2,143,0.021011058,6330,9,0.027607362,326,0.883615931,-0.400367904,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.609256996,0.239125909,Inf,1,-1.26249826,0.206769552,0.609256996,0.014758971,0.024224541,tumor16SProximity_v3,HAUS3,90,0.014060032,6330,7,0.021472393,326,0.792868969,-0.714877183,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.207109516,0.382262703,Inf,1,0.594388673,0.552252183,1.207109516,0.049959386,0.041387617,tumor16SProximity_v3,HAVCR2,292,0.042338073,6330,12,0.033742331,326,0.915098115,0.271556571,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.016167238,0.693002025,Inf,1,2.04001286,0.041349045,2.016167238,0.116134708,0.057601723,tumor16SProximity_v3,HBA1/2,529,0.052290679,6330,17,0.052147239,326,0.57706104,1.011615313,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.988143082,0.932054176,Inf,1,1.465852635,0.142688438,1.988143082,0.058895244,0.029623242,tumor16SProximity_v3,HBB,292,0.02764613,6330,8,0.024539877,326,0.727890719,0.991421588,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.213830999,0.491311442,Inf,1,0.478755304,0.632112717,1.213830999,0.028133409,0.023177369,tumor16SProximity_v3,HBEGF,168,0.024486572,6330,7,0.018404908,326,0.936261729,0.27956757,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.801410948,0.258035455,Inf,1,-0.687570216,0.49172347,0.801410948,0.031915641,0.039824314,tumor16SProximity_v3,HCAR2,190,0.028593997,6330,12,0.033742331,326,0.901473333,-0.319385877,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.036006742,0.482635654,Inf,1,0.075931691,0.939473444,1.036006742,0.017867896,0.017246892,tumor16SProximity_v3,HCAR3,108,0.016271722,6330,5,0.015337423,326,0.999625616,0.051033391,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.710758309,0.114306942,Inf,1,-2.122960474,0.033757164,0.710758309,0.113435314,0.159597591,tumor16SProximity_v3,HCFC1,703,0.091469194,6330,46,0.122699387,326,0.570396943,-0.492569036,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.13532316,2.282248761,Inf,1,1.569870451,0.116445253,3.13532316,0.021427197,0.006834127,tumor16SProximity_v3,HCFC1R1,128,0.018799368,6330,2,0.006134969,326,0.705583619,1.64861415,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.150119763,0.694764919,Inf,1,0.231535497,0.816898812,1.150119763,0.011926466,0.01036976,tumor16SProximity_v3,HCK,72,0.011058452,6330,3,0.009202454,326,0.978606194,0.201784098,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.276219552,0.684300475,Inf,1,0.454877368,0.649197466,1.276219552,0.017583479,0.013777786,tumor16SProximity_v3,HCN1,104,0.015323855,6330,4,0.012269939,326,0.940777021,0.351876542,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.555939616,0.52452363,Inf,1,1.311378842,0.189729803,1.555939616,0.055393084,0.03560105,tumor16SProximity_v3,HCST,322,0.045023697,6330,10,0.027607362,326,0.778133748,0.637786072,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.521964916,0.451799703,Inf,1,1.414849589,0.157112601,1.521964916,0.063222873,0.041540296,tumor16SProximity_v3,HDAC1,387,0.057661927,6330,12,0.036809816,326,0.743837752,0.605935102,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.956329332,0.252758902,Inf,1,-0.168947214,0.865838161,0.956329332,0.055291349,0.057816222,tumor16SProximity_v3,HDAC10,337,0.046603476,6330,17,0.052147239,326,0.988046097,-0.064420569,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.51811247,0.666106097,Inf,1,0.951444562,0.341378748,1.51811247,0.031066543,0.020463927,tumor16SProximity_v3,HDAC11,186,0.026698262,6330,6,0.012269939,326,0.850297735,0.602278678,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.0156542,0.297658742,Inf,1,0.053000602,0.957731428,1.0156542,0.045330384,0.044631711,tumor16SProximity_v3,HDAC2,279,0.040126382,6330,13,0.036809816,326,0.999992957,0.022409291,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.613678255,0.823127308,Inf,1,0.93809449,0.348195853,1.613678255,0.021941041,0.013596912,tumor16SProximity_v3,HDAC3,134,0.020853081,6330,4,0.012269939,326,0.850537524,0.690352954,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.027041816,0.362593663,Inf,1,0.075578249,0.939754641,1.027041816,0.031354098,0.03052855,tumor16SProximity_v3,HDAC4,190,0.02685624,6330,9,0.027607362,326,0.999752744,0.038494923,NS or |log2FC| < 1
