contrast,ratio,SE,df,null,z.ratio,p.value,fold_change,modelest_cpc_1,modelest_cpc_2,term,target,counts_1,propnz_1,ncells_1,counts_2,propnz_2,ncells_2,padj,log2fc,sig_level
Within30micronTumor / Within30um16StumorHigh,0.855277461,0.163271179,Inf,1,-0.818913461,0.412835789,0.855277461,0.097800527,0.114349473,tumor16SProximity_v3,GLYR1,601,0.080252765,6330,33,0.095092025,326,0.88152647,-0.225535573,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.013407693,0.37901225,Inf,1,0.035611454,0.971592175,1.013407693,0.026104316,0.025758948,tumor16SProximity_v3,GM2A,160,0.024012638,6330,8,0.024539877,326,0.999992957,0.019214686,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.51602331,0.096076381,Inf,1,-3.553451352,0.000380212,0.51602331,0.059013325,0.114361743,tumor16SProximity_v3,GMIP,358,0.05150079,6330,35,0.101226994,326,0.045201299,-0.954491857,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.586445997,0.25406132,Inf,1,-1.231873417,0.217996373,0.586445997,0.011731621,0.020004605,tumor16SProximity_v3,GMNN,72,0.011374408,6330,6,0.015337423,326,0.797428152,-0.769929831,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.875765486,0.402485929,Inf,1,-0.288647021,0.772851509,0.875765486,0.015058087,0.0171942,tumor16SProximity_v3,GMPR,92,0.014375987,6330,5,0.015337423,326,0.971398151,-0.191383501,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.971980284,0.160628899,Inf,1,-0.171970583,0.863460656,0.971980284,0.139732181,0.143760304,tumor16SProximity_v3,GNA11,868,0.111058452,6330,42,0.110429448,326,0.987923212,-0.041001045,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.929941608,0.18353833,Inf,1,-0.368015208,0.712861895,0.929941608,0.088532642,0.095202367,tumor16SProximity_v3,GNA12,545,0.074091627,6330,28,0.076687117,326,0.956501393,-0.104787964,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.946298686,0.236291553,Inf,1,-0.221052637,0.825051448,0.946298686,0.061760319,0.065265143,tumor16SProximity_v3,GNA13,374,0.053238547,6330,19,0.04601227,326,0.979035291,-0.079632472,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.760220267,0.209800334,Inf,1,-0.993383324,0.320523185,0.760220267,0.041824241,0.055015951,tumor16SProximity_v3,GNA14,250,0.036650869,6330,16,0.039877301,326,0.847419265,-0.395510607,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.683559384,0.185880917,Inf,1,-1.399038311,0.161801495,0.683559384,0.039405321,0.057647254,tumor16SProximity_v3,GNA15,236,0.034281201,6330,17,0.04601227,326,0.745262131,-0.548861418,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.201663796,1.304428739,Inf,1,1.332063913,0.182839187,2.201663796,0.022920006,0.010410311,tumor16SProximity_v3,GNAI1,139,0.021169036,6330,3,0.009202454,326,0.77347415,1.13859418,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.882403694,0.137443704,Inf,1,-0.803191865,0.421863847,0.882403694,0.159997962,0.181320594,tumor16SProximity_v3,GNAI2,1011,0.119905213,6330,53,0.125766871,326,0.88152647,-0.180489264,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.771241941,0.17765097,Inf,1,-1.127674822,0.259457275,0.771241941,0.060144786,0.07798433,tumor16SProximity_v3,GNAI3,371,0.0507109,6330,23,0.064417178,326,0.815954845,-0.374744586,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.853062116,0.465987533,Inf,1,-0.290932926,0.771102619,0.853062116,0.01234191,0.014467774,tumor16SProximity_v3,GNAL,71,0.010584518,6330,4,0.012269939,326,0.970866881,-0.229277298,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.760599094,0.832389567,Inf,1,1.196423185,0.231531458,1.760599094,0.030000669,0.017040034,tumor16SProximity_v3,GNAO1,176,0.025592417,6330,5,0.015337423,326,0.808538612,0.816066431,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.479274373,0.876119036,Inf,1,0.661111493,0.508540815,1.479274373,0.015151385,0.010242444,tumor16SProximity_v3,GNAQ,92,0.014218009,6330,3,0.009202454,326,0.905218998,0.564889665,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.276640167,0.297720909,Inf,1,1.047276367,0.294972133,1.276640167,0.087517832,0.068553249,tumor16SProximity_v3,GNAS,546,0.071879937,6330,20,0.058282209,326,0.829001562,0.352351945,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.106485407,0.249350838,Inf,1,0.449021195,0.653416367,1.106485407,0.080184455,0.072467702,tumor16SProximity_v3,GNB1,493,0.069036335,6330,21,0.058282209,326,0.942688443,0.145984424,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.866237034,0.138800548,Inf,1,-0.896169201,0.370162402,0.866237034,0.142340235,0.164320191,tumor16SProximity_v3,GNB2,883,0.109004739,6330,47,0.122699387,326,0.860841042,-0.207166241,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.094995921,0.350159439,Inf,1,0.28378952,0.776571687,1.094995921,0.042583779,0.038889441,tumor16SProximity_v3,GNB3,259,0.037440758,6330,11,0.033742331,326,0.972277003,0.130925496,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.533411255,0.135630266,Inf,1,-2.471638638,0.013449539,0.533411255,0.03520927,0.066007737,tumor16SProximity_v3,GNB4,211,0.031753555,6330,19,0.052147239,326,0.42420944,-0.906679828,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.585975395,0.665747662,Inf,1,1.098691401,0.271902694,1.585975395,0.032881013,0.02073236,tumor16SProximity_v3,GNB5,201,0.030963665,6330,6,0.018404908,326,0.825406812,0.665370389,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.183115219,0.43854178,Inf,1,0.453644299,0.650084864,1.183115219,0.033032254,0.027919727,tumor16SProximity_v3,GNG10,199,0.029225908,6330,8,0.024539877,326,0.940777021,0.242590579,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.262890275,0.496135165,Inf,1,0.594116992,0.552433867,1.262890275,0.031101255,0.024627045,tumor16SProximity_v3,GNG11,187,0.028436019,6330,7,0.021472393,326,0.915098115,0.336729297,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.421575862,0.726706573,Inf,1,0.688121037,0.491376564,1.421575862,0.019797691,0.013926581,tumor16SProximity_v3,GNG12,120,0.01864139,6330,4,0.012269939,326,0.901473333,0.50749109,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.99479948,0.513193227,Inf,1,-0.010107253,0.991935716,0.99479948,0.013856926,0.013929366,tumor16SProximity_v3,GNG2,84,0.013112164,6330,4,0.012269939,326,0.999992957,-0.007522342,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.346299318,0.588325446,Inf,1,0.680465219,0.496209937,1.346299318,0.028879701,0.021451174,tumor16SProximity_v3,GNG4,161,0.024012638,6330,6,0.018404908,326,0.901473333,0.428999195,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.138230995,0.236703881,Inf,1,0.622604061,0.533544742,1.138230995,0.107108223,0.094100603,tumor16SProximity_v3,GNG5,651,0.08436019,6330,27,0.073619632,326,0.910274458,0.186793371,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.390575054,0.646958671,Inf,1,0.708695577,0.47851341,1.390575054,0.025161495,0.01809431,tumor16SProximity_v3,GNG7,148,0.022590837,6330,5,0.015337423,326,0.897608572,0.475681614,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.556342662,0.940173123,Inf,1,0.732237978,0.464023328,1.556342662,0.015448981,0.009926465,tumor16SProximity_v3,GNGT1,91,0.013744076,6330,3,0.009202454,326,0.889615464,0.638159735,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.316023346,0.562057163,Inf,1,0.642993654,0.520228217,1.316023346,0.02762635,0.020992294,tumor16SProximity_v3,GNGT2,164,0.024328594,6330,6,0.018404908,326,0.905218998,0.396185082,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.631180915,0.227970539,Inf,1,-1.274050341,0.202645576,0.631180915,0.028378135,0.044960381,tumor16SProximity_v3,GNLY,158,0.023064771,6330,11,0.024539877,326,0.787986991,-0.663874512,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.44025665,0.734388435,Inf,1,0.715474696,0.474315771,1.44025665,0.019697182,0.013676161,tumor16SProximity_v3,GNPAT,120,0.018799368,6330,4,0.012269939,326,0.89513829,0.526325919,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.022257758,0.325841664,Inf,1,0.069063126,0.944939372,1.022257758,0.041918353,0.041005659,tumor16SProximity_v3,GNPDA2,249,0.035545024,6330,11,0.033742331,326,0.999992957,0.031759011,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.991512894,0.182500702,Inf,1,-0.046306605,0.963065875,0.991512894,0.122133645,0.123179079,tumor16SProximity_v3,GNPTG,740,0.09699842,6330,36,0.088957055,326,0.999992957,-0.012296561,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.532639416,0.427899391,Inf,1,1.529387045,0.126168522,1.532639416,0.073691427,0.048081386,tumor16SProximity_v3,GNS,443,0.063665087,6330,14,0.042944785,326,0.711771628,0.616018315,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.943878693,0.194583882,Inf,1,-0.280168073,0.77934856,0.943878693,0.087496156,0.092698518,tumor16SProximity_v3,GOLGA2,534,0.072037915,6330,27,0.082822086,326,0.972780011,-0.083326639,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.923013528,0.309031926,Inf,1,-0.239275908,0.810891646,0.923013528,0.031398132,0.034016979,tumor16SProximity_v3,GOLGA7,189,0.028909953,6330,10,0.021472393,326,0.978514963,-0.115576302,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.859387228,0.120098941,Inf,1,-1.084337775,0.278215062,0.859387228,0.189266079,0.220233758,tumor16SProximity_v3,GOLM1,1183,0.140916272,6330,64,0.147239264,326,0.826969217,-0.218619759,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.113561333,1.197717158,Inf,1,2.952517458,0.003151942,3.113561333,0.075440484,0.024229645,tumor16SProximity_v3,GORASP2,465,0.063191153,6330,7,0.021472393,326,0.185574365,1.638565699,P < 0.05
Within30micronTumor / Within30um16StumorHigh,0.863386613,0.302582304,Inf,1,-0.419142791,0.675111779,0.863386613,0.026390107,0.030565805,tumor16SProximity_v3,GOT1,161,0.024170616,6330,9,0.027607362,326,0.948086313,-0.211921371,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.899146226,0.184194197,Inf,1,-0.518951632,0.603794471,0.899146226,0.086733595,0.096462168,tumor16SProximity_v3,GOT2,544,0.070458136,6330,28,0.079754601,326,0.928791745,-0.153372338,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.473174188,0.505750527,Inf,1,1.128493606,0.259111516,1.473174188,0.051138627,0.034713225,tumor16SProximity_v3,GP1BB,297,0.042812006,6330,10,0.024539877,326,0.815954845,0.558928024,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,4.90819135,4.957263422,Inf,1,1.575157101,0.115220187,4.90819135,0.017103117,0.003484607,tumor16SProximity_v3,GP6,103,0.015481833,6330,1,0.003067485,326,0.70227151,2.295191495,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.819138368,0.256404666,Inf,1,-0.63735173,0.523895763,0.819138368,0.033407812,0.040784089,tumor16SProximity_v3,GPAM,200,0.030015798,6330,12,0.033742331,326,0.905218998,-0.287820924,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.201638166,2.228529296,Inf,1,0.779678596,0.43558008,2.201638166,0.007443222,0.003380765,tumor16SProximity_v3,GPAT3,48,0.007582938,6330,1,0.003067485,326,0.883615931,1.138577385,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.459367764,0.200809726,Inf,1,-1.779515876,0.075155224,0.459367764,0.010672669,0.023233387,tumor16SProximity_v3,GPBAR1,63,0.009636651,6330,7,0.021472393,326,0.646524168,-1.122278475,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.836862608,0.194189209,Inf,1,-0.767505861,0.44278081,0.836862608,0.059764501,0.07141495,tumor16SProximity_v3,GPC4,367,0.052922591,6330,21,0.055214724,326,0.883615931,-0.256937308,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.937897275,0.408889727,Inf,1,-0.147064453,0.883081147,0.937897275,0.019470745,0.020759998,tumor16SProximity_v3,GPC5,117,0.017535545,6330,6,0.015337423,326,0.989964489,-0.092498178,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.633540299,0.202285474,Inf,1,-1.42950381,0.152859481,0.633540299,0.025136657,0.039676492,tumor16SProximity_v3,GPCPD1,153,0.022748815,6330,12,0.036809816,326,0.741218129,-0.658491705,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.013066099,0.780256278,Inf,1,1.80512457,0.071055191,2.013066099,0.048815758,0.024249456,tumor16SProximity_v3,GPD2,299,0.043917852,6330,7,0.021472393,326,0.63846394,1.009394544,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.842331972,0.215984225,Inf,1,-0.66916103,0.503392762,0.842331972,0.059335392,0.070441813,tumor16SProximity_v3,GPER1,339,0.048341232,6330,20,0.055214724,326,0.903215597,-0.247539168,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.827967276,0.279060918,Inf,1,-0.560110772,0.575403884,0.827967276,0.028320623,0.034205003,tumor16SProximity_v3,GPHN,172,0.025750395,6330,10,0.027607362,326,0.922496579,-0.272354346,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.918809071,0.074317531,Inf,1,-1.046885373,0.295152449,0.918809071,0.724905869,0.788962464,tumor16SProximity_v3,GPI,4743,0.340442338,6330,225,0.401840491,326,0.829001562,-0.122162994,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.283894171,3.31572144,Inf,1,1.177616589,0.238949493,3.283894171,0.011200506,0.003410739,tumor16SProximity_v3,GPM6A,68,0.010742496,6330,1,0.003067485,326,0.80881502,1.715407635,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.818915668,0.302063802,Inf,1,-0.541601465,0.588093082,0.818915668,0.028569411,0.034886878,tumor16SProximity_v3,GPM6B,168,0.023380727,6330,11,0.027607362,326,0.9263506,-0.288213204,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.545396685,0.444091135,Inf,1,1.514736934,0.129839037,1.545396685,0.070717396,0.045760028,tumor16SProximity_v3,GPNMB,430,0.061769352,6330,13,0.033742331,326,0.717521803,0.627977208,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.740339409,0.207985178,Inf,1,-1.070174723,0.28454067,0.740339409,0.038393992,0.051859987,tumor16SProximity_v3,GPR151,228,0.033965245,6330,15,0.04601227,326,0.828455666,-0.433741269,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.196583048,0.565320982,Inf,1,0.379874103,0.704038872,1.196583048,0.020528265,0.017155738,tumor16SProximity_v3,GPR158,125,0.018799368,6330,5,0.015337423,326,0.955861824,0.258920529,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.79257254,0.232652029,Inf,1,-0.791956664,0.428385945,0.79257254,0.038539498,0.048625831,tumor16SProximity_v3,GPR160,233,0.033333333,6330,14,0.039877301,326,0.882138835,-0.335385111,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.732302085,0.323915397,Inf,1,-0.704374123,0.481199817,0.732302085,0.015085031,0.020599465,tumor16SProximity_v3,GPR17,89,0.013902054,6330,6,0.015337423,326,0.897727287,-0.449489192,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.218239346,0.514840683,Inf,1,0.467112574,0.640419338,1.218239346,0.027499222,0.022572922,tumor16SProximity_v3,GPR182,157,0.023222749,6330,7,0.021472393,326,0.93803733,0.284797605,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.306788061,0.620358281,Inf,1,0.563642417,0.572997514,1.306788061,0.022527818,0.017239076,tumor16SProximity_v3,GPR183,132,0.020063191,6330,5,0.015337423,326,0.921107492,0.386025179,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.57792576,0.268883406,Inf,1,-1.17851227,0.238592443,0.57792576,0.011519223,0.019932011,tumor16SProximity_v3,GPR37,68,0.010584518,6330,6,0.015337423,326,0.80881502,-0.791043917,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.381891528,0.735202658,Inf,1,0.607964727,0.543210869,1.381891528,0.018962446,0.013722094,tumor16SProximity_v3,GPR37L1,110,0.016903633,6330,4,0.012269939,326,0.91197389,0.466644376,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.879943978,0.212290648,Inf,1,-0.530132751,0.596019893,0.879943978,0.064686943,0.07351257,tumor16SProximity_v3,GPR75,384,0.054660348,6330,21,0.055214724,326,0.9263506,-0.184516417,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.322138177,0.234163142,Inf,1,1.576710243,0.114862212,1.322138177,0.162197991,0.122678547,tumor16SProximity_v3,GPS1,1026,0.120221169,6330,36,0.09202454,326,0.701658297,0.402872961,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.913731433,0.631349778,Inf,1,1.967398949,0.049137235,1.913731433,0.064346779,0.033623725,tumor16SProximity_v3,GPS2,392,0.053870458,6330,10,0.030674847,326,0.607027721,0.936388381,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.180483226,0.405991813,Inf,1,0.482448997,0.629487022,1.180483226,0.04114145,0.034851364,tumor16SProximity_v3,GPSM3,243,0.034123223,6330,10,0.030674847,326,0.935527594,0.239377542,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.174257568,0.545048341,Inf,1,0.346075993,0.729285605,1.174257568,0.020036595,0.017063203,tumor16SProximity_v3,GPT,121,0.018799368,6330,5,0.015337423,326,0.958723132,0.231748892,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.208866285,0.107613678,Inf,1,2.130782503,0.033107064,1.208866285,0.781286576,0.646296936,tumor16SProximity_v3,GPX1,4819,0.39778831,6330,180,0.331288344,326,0.570396943,0.273654674,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.054652082,0.801768224,Inf,1,1.845381668,0.064982038,2.054652082,0.050192088,0.02442851,tumor16SProximity_v3,GPX2,304,0.043127962,6330,7,0.021472393,326,0.625762823,1.038894121,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.800242892,0.325669678,Inf,1,-0.547567441,0.583988951,0.800242892,0.02861382,0.035756418,tumor16SProximity_v3,GPX3,176,0.019747235,6330,9,0.027607362,326,0.926197022,-0.321490138,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.374978671,0.22709345,Inf,1,1.928042212,0.053849876,1.374978671,0.192534315,0.140027128,tumor16SProximity_v3,GPX4,1229,0.140916272,6330,41,0.098159509,326,0.61471443,0.459409239,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.830769175,0.297596575,Inf,1,-0.517570939,0.604757662,0.830769175,0.025450037,0.030634306,tumor16SProximity_v3,GPX7,152,0.022906793,6330,9,0.027607362,326,0.928959554,-0.267480408,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.133519512,0.679279597,Inf,1,0.209134882,0.834342945,1.133519512,0.012096869,0.010671954,tumor16SProximity_v3,GRAMD1B,72,0.011058452,6330,3,0.009202454,326,0.981327224,0.180809225,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.105637419,1.266656523,Inf,1,1.237822555,0.215781863,2.105637419,0.021702219,0.010306722,tumor16SProximity_v3,GRAP2,130,0.019273302,6330,3,0.009202454,326,0.797428152,1.074257032,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.675180942,0.147376936,Inf,1,-1.799426058,0.071951311,0.675180942,0.06717273,0.099488486,tumor16SProximity_v3,GRB10,413,0.05371248,6330,28,0.070552147,326,0.642809344,-0.566653911,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.16502409,0.245280707,Inf,1,0.725486478,0.468153637,1.16502409,0.101253183,0.086910806,tumor16SProximity_v3,GRB2,632,0.082306477,6330,25,0.070552147,326,0.891939951,0.220359787,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.054672731,0.100727427,Inf,1,0.55735335,0.577286032,1.054672731,0.877435237,0.831950245,tumor16SProximity_v3,GRB7,5681,0.350552923,6330,246,0.36809816,326,0.924056341,0.076795395,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.243396302,1.64816114,Inf,1,1.099797712,0.27142027,2.243396302,0.014640432,0.006526012,tumor16SProximity_v3,GREM1,90,0.013586098,6330,2,0.006134969,326,0.824530765,1.165684499,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.651936974,1.22416822,Inf,1,0.677347534,0.498185479,1.651936974,0.011319731,0.006852399,tumor16SProximity_v3,GRIA1,67,0.010268562,6330,2,0.006134969,326,0.901473333,0.724158645,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.97514247,0.620697196,Inf,1,-0.039545836,0.96845521,0.97514247,0.010392028,0.010656933,tumor16SProximity_v3,GRIA2,60,0.008688784,6330,3,0.009202454,326,0.999992957,-0.03631508,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.462626391,0.762863546,Inf,1,0.729016182,0.465991764,1.462626391,0.019565152,0.013376726,tumor16SProximity_v3,GRIA3,116,0.018009479,6330,4,0.012269939,326,0.891048897,0.548561299,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,4.247148108,3.046585838,Inf,1,2.016167806,0.043782432,4.247148108,0.030848355,0.00726331,tumor16SProximity_v3,GRIA4,178,0.025908373,6330,2,0.006134969,326,0.580556542,2.08649442,P < 0.05
Within30micronTumor / Within30um16StumorHigh,2.740709109,1.979111164,Inf,1,1.39619679,0.162655243,2.740709109,0.018841449,0.006874662,tumor16SProximity_v3,GRID1,112,0.017219589,6330,2,0.006134969,326,0.74539267,1.454549213,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.405985446,1.505393532,Inf,1,0.318237909,0.750304479,1.405985446,0.004623961,0.003288769,tumor16SProximity_v3,GRID2,27,0.004265403,6330,1,0.003067485,326,0.963991258,0.49158166,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.529360263,0.903237505,Inf,1,0.71935451,0.471922518,1.529360263,0.015508579,0.010140566,tumor16SProximity_v3,GRIK1,94,0.014533965,6330,3,0.009202454,326,0.89513829,0.612928294,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.674816487,0.280639158,Inf,1,-0.94575222,0.344274981,0.674816487,0.016838104,0.024952123,tumor16SProximity_v3,GRIK2,99,0.015165877,6330,7,0.021472393,326,0.850537524,-0.567432872,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.410897875,0.609484831,Inf,1,0.796850257,0.425538003,1.410897875,0.029581037,0.020966108,tumor16SProximity_v3,GRIN1,174,0.025118483,6330,6,0.018404908,326,0.88152647,0.496613565,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.270434525,0.594059232,Inf,1,0.511884851,0.608731601,1.270434525,0.022587271,0.01777917,tumor16SProximity_v3,GRIN2A,132,0.019589258,6330,5,0.015337423,326,0.930108512,0.345322024,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.742411007,1.623801228,Inf,1,1.703808887,0.088416797,2.742411007,0.029382351,0.010714058,tumor16SProximity_v3,GRIN2B,170,0.025434439,6330,3,0.009202454,326,0.662790212,1.455444805,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.748113811,0.167302457,Inf,1,-1.29766622,0.194402056,0.748113811,0.059806799,0.07994345,tumor16SProximity_v3,GRIN2D,362,0.053238547,6330,23,0.067484663,326,0.778133748,-0.41867033,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.187885132,1.578104928,Inf,1,1.085461845,0.277717154,2.187885132,0.015019907,0.006865035,tumor16SProximity_v3,GRIP1,91,0.013586098,6330,2,0.006134969,326,0.826969217,1.129536996,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.796852897,0.122659451,Inf,1,-1.475251099,0.140145048,0.796852897,0.127950199,0.16056941,tumor16SProximity_v3,GRK2,803,0.101105845,6330,48,0.134969325,326,0.727783733,-0.327614675,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.972910229,0.841436363,Inf,1,1.593241924,0.11110593,1.972910229,0.040478085,0.020516942,tumor16SProximity_v3,GRK3,245,0.035545024,6330,6,0.018404908,326,0.698129592,0.980325312,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.416796334,0.395052337,Inf,1,1.249478296,0.211490187,1.416796334,0.069626214,0.049143418,tumor16SProximity_v3,GRK6,426,0.059083728,6330,14,0.039877301,326,0.794519828,0.502632384,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.902984362,0.327486289,Inf,1,-0.281384586,0.77841544,0.902984362,0.028563285,0.031632093,tumor16SProximity_v3,GRM1,169,0.025118483,6330,9,0.021472393,326,0.972743935,-0.147227092,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.575038808,0.21672437,Inf,1,-1.468128288,0.142069379,0.575038808,0.015703045,0.027307801,tumor16SProximity_v3,GRM3,96,0.014691943,6330,8,0.024539877,326,0.727890719,-0.798268772,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.706469207,0.227007235,Inf,1,-1.081378997,0.27952856,0.706469207,0.032613857,0.046164584,tumor16SProximity_v3,GRM5,184,0.027014218,6330,13,0.039877301,326,0.826969217,-0.501301417,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.836460045,0.353907859,Inf,1,-0.422065018,0.672977561,0.836460045,0.019451429,0.023254463,tumor16SProximity_v3,GRM7,115,0.016745656,6330,7,0.021472393,326,0.947682753,-0.257631465,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.621543326,0.302171428,Inf,1,-0.978168976,0.327990758,0.621543326,0.011644163,0.018734274,tumor16SProximity_v3,GRM8,68,0.01042654,6330,5,0.015337423,326,0.849212422,-0.686073134,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.968184816,0.169705078,Inf,1,-0.184458985,0.8536534,0.968184816,0.123760127,0.127826965,tumor16SProximity_v3,GRN,764,0.102369668,6330,37,0.104294479,326,0.984818003,-0.046645626,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.042833005,0.311349362,Inf,1,0.140477289,0.888282895,1.042833005,0.043234051,0.041458268,tumor16SProximity_v3,GRSF1,265,0.039020537,6330,12,0.033742331,326,0.992405593,0.060508149,NS or |log2FC| < 1
