feature	X1552	X13165	X9450	X6952	X9467	X16971	X1543	X17167	X8007	X6956	X2043	X1564	X1536	X6939	X1472	X1545	X9712	X17130	X8071	X8235	X6936	X1468	X1466	X15878	X8130	X16987	X1395	X2492	X8047	X2502	X8059	X1522	X8245	X15888	X17153	X8053	X8249	X9649	X7298	X9463	X8255	X2479	X4494	X7285	X19850	X6055	X9447	X17007	X5266	X1525	X2497	X5273	X5989	X6067	X9422	X19351	X9648	X1561	X6001	X9631	X17008	X9733	X2532	X7295	X9634	X19825	X9632	X7284
SRR1803330	0	34883	10022	0	3765	7190	0	0	0	1039	54277	0	1561	81979	49618	0	241469	0	0	1605	0	1003	0	22019	917	2323	107	0	6675	258	69016	0	1570	0	563	4704	676	15177	240	533	0	677	2286	14042	203	0	152	0	3774	0	0	0	12586	147	0	0	0	0	485	864	0	0	6591	0	0	1572	2824	0
SRR059358	34275	0	2377	5385	0	1163	0	476	18493	30496	6392	7271	15101	5377	0	0	52340	287	3179	368	7614	0	0	576	39045	0	0	16777	288	0	1478	7174	64	0	0	9258	541	80937	1497	0	987	0	1227	241445	613	9576	0	0	733	1396	0	3270	9780	456	0	8359	25950	896	14408	13124	0	0	1472	0	12010	1433	27463	0
SRR1804840	1361	0	1454	974	0	558	0	0	451	0	979	0	396	6553	0	0	18885	0	207	1305	0	0	0	11955	41790	0	0	0	1956	0	0	0	4355	0	157	0	155	196380	0	0	0	584	0	23562	197	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	516	0	0	0	0	0
SRR060434	4147	7712	9317	20417	17742	203797	26717	12463	86665	0	131	12664	0	10835	0	4582	52577	1946	24553	0	22273	2303	0	45615	2023	4997	1189	961	24614	622	0	3971	0	1392	335	0	450	28810	503	0	834	22	0	461	1280	19010	126	4593	0	517	0	921	3159	0	823	7167	0	0	3527	0	3044	716	1367	0	0	0	1066	0
SRR1803363	17181	0	13335	5068	47965	7728	462	9045	1328	7764	61311	3880	12184	38921	4554	0	186149	2396	930	28731	2099	1153	0	13337	40593	0	291	678	40815	2490	1717	1060	2547	0	4920	25684	1672	27259	1928	0	1212	884	553	22433	3483	1182	977	371	465	495	1574	1873	7853	1981	733	1737	0	0	7245	521	1227	4791	2714	3543	0	0	0	0
SRR1803858	589	186	9149	289	3951	183782	0	0	1259	1100	8255	0	154	2026	2960	0	151860	0	175	0	322	0	0	30384	13902	0	0	0	2491	0	5535	0	1697	0	0	910	1483	178507	574	0	907	46	188	77257	0	0	0	218	0	0	0	0	3773	0	240	0	394	0	378	0	691	11725	6171	0	0	0	0	10798
SRR1803904	3026	32087	13693	1508	111791	178824	343	2896	9186	3067	7095	136	5858	41947	1903	543	176769	0	3976	9768	283	4826	3238	65557	62239	23023	0	2386	12664	7128	4314	0	8729	2109	2866	20559	2951	9030	988	2503	2934	8649	282	20673	411	0	9216	0	0	0	0	0	3549	0	10453	2307	0	0	4158	0	0	0	6485	61	1043	1777	0	1405
SRR1804744	0	3245	118596	641	1552	45519	0	177	4428	46264	4538	0	286	6737	0	0	176159	0	1546	0	0	0	0	8607	62392	1152	0	2120	10368	0	31560	0	1328	1872	586	401	0	43394	6872	0	4354	0	194	8016	0	103	4787	8673	0	0	1401	0	9080	0	1199	0	13543	0	2136	8889	469	546	1706	520	148315	0	3222	2135
SRR1804058	5900	0	9412	2823	19512	5089	448	2391	1203	7078	2039	1580	11389	1067	0	56	40820	1980	3600	136	2723	2609	0	34736	8898	0	35	817	4302	0	2995	593	0	0	1638	3594	0	0	1828	0	2786	346	0	96293	1478	680	334	0	251	0	0	617	4469	0	0	2523	0	0	1094	0	735	1088	352	0	0	0	172443	0
SRR1804312	275	854	14001	1184	3119	15189	0	0	0	2907	20564	69	969	48218	0	0	149559	15	185	29947	0	356	0	72558	159611	582	0	0	2393	0	24110	0	1678	0	1220	32213	0	17006	5318	0	5407	715	0	58618	263	0	0	0	0	2220	0	413	2717	79	292	0	8776	585	13532	0	0	1731	402	2910	0	8559	0	55491
SRR549655	1087	0	7724	483	3461	1709	3771	3475	2605	735	832	0	892	0	0	937	27111	699	298	0	713	0	549	1470	89	0	8497	0	0	0	288	837	4585	0	0	0	0	38434	0	0	0	0	0	41041	686	0	0	0	0	0	0	0	0	0	0	681	7696	0	0	959	0	448	16367	0	148344	0	1299	0
SRR061975	8579	2219	1522	3888	12879	105692	0	5417	14126	7973	2884	1050	991	11845	969	7084	143341	0	8250	1029	7949	0	0	2443	13165	2681	0	0	9428	0	80373	402	220	714	0	9629	0	0	684	3452	1803	0	119	18125	1987	811	0	0	719	1483	0	478	6129	0	228	3102	3007	4219	2970	2009	0	190	1160	0	0	0	0	8670
SRR1803299	5517	4836	3873	4450	63238	72196	626	5958	3698	9304	6527	2839	1887	14576	2926	0	136457	1665	3013	0	1801	1588	0	11075	1435	164	0	0	3419	0	2039	65	2561	0	7132	0	936	53225	696	0	1274	10602	2581	17456	542	0	0	0	1741	0	0	328	15444	4062	643	2661	576	0	668	191	0	0	11803	0	0	117	339	11553
SRR061344	31543	27	0	26623	0	88388	0	41209	376	0	15887	2951	11069	133021	0	23267	21563	15986	18453	489	2533	5844	0	50841	53361	0	1625	319	0	357	0	355	8171	0	6063	13612	7989	2435	3712	0	12990	380	125	19476	6813	0	0	16554	4389	4370	1293	5408	23890	3471	0	2550	0	2721	11941	0	0	6801	344	15	0	2008	0	0
SRR1179028	992	28763	34642	0	132031	82750	0	0	1858	8415	10266	0	573	3131	0	0	87424	0	29	0	0	0	43833	7630	1215	5533	7429	0	7881	0	80956	0	8938	0	829	0	430	88890	0	0	1093	0	0	19527	0	0	0	99	0	0	0	0	813	0	0	0	0	0	1721	0	667	955	2372	0	0	0	0	4137
SRR061981	1866	1611	13110	0	12287	1058	0	2031	1274	8765	24580	448	1007	1550	0	0	20285	0	316	0	0	0	0	14628	7198	1209	0	9534	10754	0	2648	0	0	909	0	0	0	9580	2407	0	754	0	70	131747	342	0	0	328	0	0	0	0	4674	0	0	75	0	0	2541	4232	0	8524	935	441	7934	0	143	0
SRR1803296	0	0	3136	0	1108	21752	0	503	386	1089	313	0	56	0	0	2270	20164	2372	396	0	260	0	0	13589	5262	43	0	2109	0	0	573	0	0	0	709	3570	0	130204	0	0	0	600	0	14779	517	263	359	0	0	0	0	0	60	0	0	429	0	0	293	0	0	0	308	0	16689	0	381	5293
SRR061379	530	6668	46270	0	4557	14650	0	1432	1900	10839	16136	139	710	1953	0	0	124587	604	725	243	264	0	0	11230	14161	6292	455	362	6579	123	7256	125	0	0	3608	2582	0	40590	4058	9906	1117	1282	0	4749	74	0	44	2632	155	0	0	0	8622	217	0	1034	2445	0	2504	5363	152	66	2924	60	6908	0	0	97
SRR1804071	749	162	8887	145	0	4060	0	0	5867	779	2745	0	518	2092	361	0	41250	0	0	0	0	0	0	17012	1241	0	1226	0	2280	0	817	0	1885	0	0	0	0	119557	0	0	0	85	0	1533	281	0	0	0	0	0	0	0	1394	0	0	0	0	0	0	0	0	0	0	0	8568	0	10948	0
SRR1803309	0	0	0	1030	2700	35842	1161	0	908	0	0	0	0	1324	0	419	114925	0	811	4127	1251	0	0	13235	55416	0	0	0	3067	0	0	0	554	0	0	835	1695	667	0	0	799	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	1192	0	0	0	0	0
SRR1804158	6075	2241	9806	0	0	208	0	0	0	4317	15148	0	2956	28520	0	0	44321	3400	0	0	0	3486	3416	11066	13419	1206	81	2579	2443	849	0	0	7355	0	2893	21919	2266	106908	465	0	0	2513	806	13773	961	1182	518	0	0	0	0	0	8812	1695	0	701	4671	0	8177	2731	0	296	2068	327	1236	15109	0	19509
SRR1031208	11354	1976	288	0	73571	0	0	0	10416	1047	11846	0	3466	60607	0	0	100744	0	0	20570	0	1650	0	33163	78852	0	0	0	6109	292	0	0	11683	0	1424	10500	3836	32632	0	0	0	22	0	30356	0	0	0	0	0	0	0	0	1296	714	0	0	0	0	1188	0	0	0	2499	0	0	1145	0	0
SRR1803899	6351	294	9531	2404	14380	1215	19	645	0	1865	7165	1069	5608	98392	0	0	22217	0	134	11847	0	549	0	21657	78392	163	0	98	20356	0	801	0	11388	0	705	5683	1426	50181	0	0	49	0	0	30368	231	0	378	758	0	0	0	0	1397	0	454	187	0	0	391	708	44	1664	0	0	0	235	0	0
SRR063709	2307	13932	96455	0	19449	2974	0	1517	4152	13170	37765	0	8306	9941	610	0	69207	0	0	1042	0	0	0	1804	34139	9164	1044	678	11706	2079	3185	0	5682	989	0	8727	5359	11308	5457	0	2954	133	364	23601	182	0	786	10176	958	2356	3685	0	27791	2901	0	657	0	3654	19056	65	1843	19777	10071	953	2715	231	0	1760
SRR1804580	0	1903	244	0	2864	25845	0	0	4176	0	159	0	0	22752	0	0	95354	0	0	6581	0	0	1193	42856	49763	5162	210	1513	1023	3767	0	0	8637	0	0	18780	2973	23767	0	0	510	2330	0	10912	0	0	0	1151	0	0	191	0	0	0	310	0	1905	0	1921	0	0	0	1263	0	0	0	0	25139
SRR063494	15422	621	1823	7515	21392	1494	0	5059	18367	13846	5123	2880	1303	67895	0	164	28810	7210	5433	9937	3351	4485	7100	34308	33445	385	1808	1596	15862	10266	2565	667	689	16833	0	25383	442	0	1879	0	1620	2525	1491	2815	3444	1283	0	17634	956	674	1696	169	5687	3642	896	4598	7527	0	22592	693	0	3756	1356	1682	899	31	449	91281
SRR060422	11849	0	21938	0	16255	569	0	0	4649	20016	11869	4625	3010	7470	0	105	52818	391	891	0	498	0	0	0	3842	583	317	5886	6804	1089	5784	4642	32	0	0	500	0	83400	1352	186	1684	1506	1013	43890	1907	3314	0	0	620	0	0	1569	8723	1247	0	10916	2555	387	9248	1438	0	325	2501	0	0	558	329	9707
SRR060388	594	528	0	142	2049	945	0	0	4788	1301	1327	0	0	700	0	0	9848	0	3835	123	258	0	264	10142	6649	42	0	95	4258	0	0	0	0	0	0	7224	0	75569	0	0	51	0	0	16904	0	0	0	0	0	0	0	0	0	0	3789	0	0	0	142	1097	0	0	192	0	0	0	4019	0
SRR1803321	3749	0	36466	0	0	74807	0	5082	687	17913	4473	1455	1021	3461	396	0	54496	806	0	1677	0	0	0	14522	14103	0	0	0	2069	0	4697	0	0	0	0	4798	0	0	863	1150	223	1640	663	3545	407	0	0	357	652	0	0	0	11481	4613	0	228	0	0	702	0	0	0	634	0	0	0	0	0
SRR1031089	0	0	1522	0	0	0	0	0	0	0	0	0	0	0	0	0	74663	0	0	0	0	0	0	818	0	0	0	0	0	0	0	0	0	0	0	0	0	17705	0	0	0	0	0	3745	0	0	533	0	0	0	0	0	0	0	0	0	3893	0	0	0	0	0	309	0	0	0	1621	0
SRR549453	0	186	0	0	0	84	0	0	408	0	487	0	0	0	0	0	28287	0	0	0	0	0	73775	0	109	84	15973	0	240	0	0	0	9734	0	0	771	0	31449	0	552	0	0	0	3487	0	0	0	383	0	0	0	0	0	0	467	0	4259	0	0	435	0	481	0	0	0	0	231	108
SRR061531	0	0	5746	140	11358	6735	0	0	474	852	1341	0	0	0	0	0	73355	0	872	238	0	0	0	0	8492	0	0	0	516	0	0	0	527	0	0	720	0	55306	0	0	170	0	0	5551	0	0	0	0	0	0	0	0	0	0	0	0	2341	0	0	0	0	0	1234	0	0	0	1348	0
SRR1804136	0	2955	1143	0	13240	14649	0	0	0	0	599	0	0	1699	0	0	10897	0	0	3222	0	0	68278	14052	20567	2880	19282	0	6052	0	0	0	12303	1120	0	0	242	50095	0	2059	172	0	0	15398	0	0	1850	867	0	0	0	0	0	0	0	0	530	0	0	223	624	2962	1065	0	22358	0	0	3793
SRR1803878	839	2030	9779	3654	634	67736	378	0	6458	0	1402	0	0	30252	0	1630	23825	46	4226	0	7356	0	0	16712	12833	992	0	0	3124	0	301	0	0	136	97	10661	836	20084	0	259	1041	0	0	9810	0	0	0	0	0	0	0	0	0	0	733	0	0	0	0	1908	0	1073	12378	0	0	0	0	0
SRR1804468	227	0	46	513	5365	464	0	457	0	0	7471	0	572	48837	0	0	30029	30	0	5814	0	306	0	14201	18935	0	782	8716	2020	2281	0	5175	0	0	256	3845	1420	0	0	0	0	6124	1212	11100	0	199	0	14993	0	3357	479	0	1278	358	3588	363	66649	633	45461	0	0	403	3358	5066	0	0	2060	0
SRR061388	0	3124	3152	0	5142	720	0	0	1770	995	2276	0	180	640	0	0	9249	0	0	0	0	0	0	6990	9188	3079	0	0	666	0	215	0	0	0	0	1849	0	66349	0	359	102	0	0	28740	0	0	0	2467	0	614	0	0	207	0	0	0	0	1803	1033	358	418	3801	5907	0	0	206	0	111
SRR1031145	0	755	0	0	1992	5801	0	0	0	0	1172	0	0	3550	0	0	64536	0	0	0	0	0	0	9798	2452	0	3733	0	5239	0	0	0	504	917	0	0	343	4041	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	5325	0	5016	0	158	0	0	0	0	0	0	0	0	0
SRR1179026	0	17050	3974	0	15653	490	805	265	0	0	3244	0	0	0	0	402	14963	324	0	0	0	0	0	2922	3991	871	0	950	2052	299	185	0	10675	0	333	0	0	57369	0	0	0	0	0	12579	132	0	1454	0	0	0	0	0	200	0	0	0	3715	0	0	3261	0	0	41	0	64390	0	0	0
SRR1804060	3199	2371	4628	1106	20873	8525	0	162	283	2929	4190	660	717	14315	1517	0	62883	0	880	652	352	1494	0	2007	6844	1641	0	0	6209	0	27	0	0	551	0	615	0	4119	0	1181	231	703	0	15665	482	186	0	0	0	126	0	0	2585	433	0	404	13479	0	1009	128	0	0	3465	0	0	208	0	0
SRR1804622	1680	0	1578	500	51	17658	0	162	1145	1956	5693	0	679	3989	0	0	56997	0	5232	0	80	908	0	3724	4056	0	0	0	207	0	1767	0	0	0	1181	0	0	0	0	0	2703	0	0	7531	226	0	0	0	0	0	0	0	3967	0	0	0	0	0	0	0	0	0	1460	0	0	0	0	0
