Gene,B cell-like,Endothelial,Ly-like,Myeloid,Pericyte/vSMC,T11,T16,T9,T17,T18,T10,T1,T13,T3,T14,T15,T2,T4,T12,T5,T6,T7,T8
DLX1,0.25632235,0.298565957,0.6126716,0.489364154,0.541457363,0.901013398,0.631097336,0.794991281,0.889087747,0.590798631,0.297648709,0.430128889,1,0.714991996,0.78064871,0.580440727,0.570964921,0.780292918,0.522853506,0.528304539,0.854796298,0.882381374,0.613241978
DLX5,0.738055169,0.501097676,0.389466823,0.477675529,0.720900273,0.875773547,0.227222843,0.866958986,0.704320487,0.601345642,0.167127525,0.530441251,0.713419348,0.387909642,0.807919438,0.738140775,0.594215075,1,0.385235166,0.490426536,0.497295757,0.697588573,0.764362801
DMAP1,0.312554704,0.40507891,0.356815192,0.312817291,0.532205058,1,0.371759662,0.276727979,0.743815907,0.417483827,0.453174911,0.378053317,0.399832938,0.2770674,0.292930667,0.343210116,0.64314987,0.231247487,0.30096901,0.349839673,0.326684201,0.25869773,0.446336746
DMBT1,0.271603909,0.427828719,0.164899805,0.300304046,0.056933893,0.757765623,0.467984295,0.435600787,0.451294834,0.721274553,0.214837019,1,0.419487474,0.524518212,0.496778024,0.505402878,0.178778101,0.793669359,0.462509652,0.49506772,0.846370211,0.689749998,0.678555192
DMD,0.293757241,0.249762978,0.208842127,0.268299509,1,0.034239435,0.230930392,0.488116129,0.499501022,0.1316425,0.571957823,0.367244733,0.261275419,0.206576148,0.228395668,0.17943869,0.256877748,0.396417367,0.333987776,0.183170814,0.176639734,0.323085277,0.235735707
DNAH14,0.719738466,0.046031946,0.141408906,0.286487133,0.141760918,0.083450087,0.67853601,0.225790211,0.287589126,1,0.171676834,0.526717468,0.411947676,0.923944651,0.327607072,0.302737631,0.303185756,0.510249066,0.562274245,0.445230343,0.602645972,0.412045738,0.516011813
DNAH6,0.718479234,0.480859155,0.431543687,0.495976917,0.259208461,0.723369167,0.552418913,0.506786828,1,0.242103345,0.186693552,0.54071612,0.70214089,0.932218891,0.546220944,0.651152505,0.395597002,0.714599945,0.453253797,0.460200683,0.602680181,0.798865102,0.54151913
DNAH7,0.175718673,0.716343073,0.305436289,0.295677903,0.351797516,0,0.566996273,0.853437198,0.74130037,0.668600339,0.255174337,1,0.494338505,0.783983626,0.475577494,0.933229455,0.442095497,0.29435022,0.65352125,0.6543087,0.698463375,0.752088425,0.999221889
DNAJA1,0.41158976,0.735901803,1,0.394543422,0.508407902,0.246442613,0.424564169,0.447007253,0.457992413,0.668442546,0.366227263,0.509703464,0.589720336,0.411585191,0.531695787,0.428697677,0.55392092,0.534755325,0.596140221,0.446707752,0.482971996,0.440271154,0.528401797
DNAJA2,0.825459799,0.290075802,0.461193792,0.622998442,0.668618816,0.427741979,0.614621413,0.794301607,0.493546883,0.761484919,0.473065831,0.954970828,0.295145998,0.812038224,0.656939798,1,0.67948876,0.740635887,0.319746968,0.624869536,0.595952251,0.727369999,0.8404788
DNAJB1,1,0.167311192,0.094526245,0.33827577,0.16135436,0.402114571,0.166066535,0.683330943,0.162983359,0.08367527,0.184119281,0.052827566,0.09405387,0.157921356,0.145724759,0.160441811,0.132315677,0.083459359,0.132092998,0.10572517,0.103422839,0.119122306,0.149870725
DNAJB11,0.483890289,0.60536505,0.927975507,0.489124943,0.667486955,0.952072972,0.525728549,0.418735747,0.683837675,0.270743502,1,0.500635723,0.602580347,0.837705819,0.878155844,0.199782714,0.851743134,0.501598257,0.38922128,0.579922173,0.397170947,0.685049558,0.456790176
DNAJB12,0.369892731,0.646075863,0.642359412,0.838432772,0.645821934,0.843757138,0.935953438,1,0.64292472,0.569562149,0.581068572,0.387199856,0.687229577,0.510767299,0.764920945,0.799115282,0.388554867,0.321048041,0.501755164,0.796247091,0.495614521,0.53986128,0.542575879
DNAJB2,0.332143602,0.229100932,0.227980049,0.276409252,0.392108555,0.272303827,0.853119212,0.155480143,0.181872375,1,0.549058754,0.553175463,0.350468385,0.294690627,0.429811564,0.795872827,0.303864179,0.653025675,0.463149271,0.4233964,0.417224951,0.493991939,0.387396684
DNAJC1,0.274145305,0.522839871,0.414533712,0.287521891,0.288036088,0.092221454,0.312581821,0.578652509,0.738169074,0.337739655,0.428990982,1,0.412155737,0.450524141,0.446385952,0.790355619,0.262051033,0.243004742,0.238945634,0.532510718,0.386843729,0.330065724,0.694096533
DNAJC10,0.554105886,0.896749612,0.427312378,0.503096499,0.769396653,0.480207408,0.419513567,0.502743605,0.587167723,1,0.624974555,0.422190156,0.372705226,0.418378916,0.532096101,0.353558732,0.542319524,0.389565648,0.45175891,0.441813593,0.594707846,0.481564548,0.743838203
DNAJC11,0.408854021,0.350499423,0.269533918,0.515984337,0.495013886,0.341252356,0.42346587,0.568368698,1,0.737199289,0.702160049,0.325023882,0.393388531,0.319256411,0.358160642,0.545395298,0.657312253,0.750782518,0.430638399,0.334021479,0.272939698,0.262189141,0.396747431
DNAJC13,0.594037007,0.782020431,0.392130451,0.733162099,0.284968678,0.602598296,0.456429222,0.541680915,0.4546641,0.486995301,0.956674967,0.302606324,0.361004991,0.76922948,0.730581464,0.321866458,0.60543893,0.528199055,1,0.234155496,0.712397697,0.44338747,0.714050017
DNAJC3,0.442612084,0.69650409,0.654331142,0.584643534,0.517165005,0.640076382,0.467419541,0.728750273,1,0.079738861,0.663742494,0.585952988,0.582082888,0.852367921,0.64787664,0.662062702,0.45329977,0.614334064,0.269768337,0.379397095,0.898618297,0.671770347,0.690940621
DNAJC5,0.767180212,0.629962354,0.792312593,0.818574298,0.525303721,0.677037205,0.540619286,0.806171534,0.489665546,1,0.693094871,0.578344936,0.67696655,0.797153681,0.677647778,0.419167622,0.713121692,0.758076989,0.290466955,0.541085144,0.636759609,0.874194825,0.696136656
DNAJC7,0.503954845,0.674449911,0.72681823,0.500279909,0.397388562,0.645219295,0.592308775,0.752711047,0.505706083,0.966612024,0.742713486,0.512470962,0.479241145,0.699838609,0.62910345,1,0.652070324,0.571509874,0.725572006,0.624428444,0.915930345,0.543668267,0.617374302
DNASE1L1,0.853379982,0.799707147,0.71868316,0.668260833,0.440594255,0.601236362,0.365346161,0.364817735,0.552115501,0.211185921,0.367389091,0.216949331,0.321354982,0.6710743,0.361553171,0.251101275,0.309504793,1,0.518470428,0.507038662,0.6882265,0.400874169,0.407545461
DNASE2,0.519777741,0.314979527,0.21786428,0.875619262,0.418385119,0.878037898,0.850039123,0.526122119,0.701529286,1,0.756094384,0.391861086,0.384486196,0.725472261,0.553299356,0.219400671,0.824538801,0.356906322,0.649227717,0.682014587,0.700607853,0.45745524,0.445789529
DNER,0.06960369,0.051127285,0.063142406,0.078179546,0.056429959,0.0333168,0.566025947,0.322527345,0.211781433,0.129399176,1,0.180298539,0.369412766,0.329832878,0.703862335,0.275554368,0.146165013,0.100339298,0.266294471,0.617595078,0.445877665,0.495998929,0.2372627
DNM1,0.235589889,0.158211077,0.266422738,0.209838721,0.288205812,0.223095427,0.443055119,0.095523234,0.388776251,1,0.611224203,0.275366184,0.26247193,0.180827846,0.207587378,0.23573429,0.435077916,0.723328289,0.662875296,0.193620664,0.572654059,0.424359818,0.380075457
DNM1L,0.501122144,0.553324958,0.34364474,0.488308255,0.727146235,0.504838512,0.656622391,0.665558274,0.591035715,0.877512977,0.774636863,0.439112573,0.969342076,1,0.844652793,0.898987893,0.453500568,0.995528201,0.486565951,0.626174024,0.652725497,0.639676109,0.857160484
DNM2,0.867909006,0.892405304,0.496239972,1,0.65513268,0.83176282,0.4330276,0.292577059,0.517798383,0.74723222,0.692778276,0.560512952,0.406312585,0.449650182,0.476669961,0.54733197,0.642293603,0.324150634,0.543656147,0.380938062,0.620974271,0.409727621,0.34847423
DNM3,0.073319541,0.133067201,0.138350476,0.088048202,0.069177969,0.119517649,0.317217348,0.190968886,0.350614827,0.257547546,1,0.348930969,0.238743971,0.274883421,0.229256974,0.472982358,0.156363958,0.242107465,0.291476876,0.365825498,0.438298516,0.211504978,0.409270323
DNMT1,0.372592538,0.408809109,0.16817491,0.264151467,0.152675911,0.257199691,0.278094442,0.263373147,0.321736827,0.173384569,0.539554152,0.308631469,0.194457404,0.439682737,0.1782164,1,0.334403001,0.29395333,0.296191981,0.206079187,0.102671075,0.275014435,0.180768021
DNMT3A,0.299755905,0.444803996,0.664173714,0.657042117,0.614836773,0.770801118,0.512013018,0.5770997,0.392199127,0.590968742,0.646465596,0.560661497,0.837163593,1,0.598200415,0.453313981,0.674998377,0.678572227,0.684452882,0.572190375,0.931915586,0.828522474,0.677184367
DNMT3B,0.534046161,0.220031942,0.369344485,0.452763845,0.445468816,0.52824353,0.379219099,0.441463047,0.431784099,0.209541738,0.494221102,0.750344526,0.691934858,0.486242032,0.562934492,1,0.448674954,0.690746432,0.468219939,0.52826541,0.421716458,0.464383317,0.757738495
DNMT3L,0.205511756,0.412964712,0.437975451,0.610182275,0.25451596,0.902227434,0.375224794,0.673777336,0.593146456,0.350330952,0.389385169,0.802825902,0.553158265,0.820591841,0.630102595,0.812228503,0.433447839,1,0.641059907,0.6866259,0.644546483,0.547908275,0.646758598
DNTT,0.368405314,0.108822743,0.296919669,0.448574224,0.32704982,0.804171034,0.427192201,1,0.268559981,0.691913299,0.240226293,0.89241799,0.532327991,0.975540208,0.495143992,0.295404827,0.226812491,0.836300359,0.72862091,0.473041716,0.518556254,0.642944556,0.675853225
DOCK1,0.345453844,0.951596834,0.612330181,0.229199147,0.572500221,0.464404446,0.314388659,0.435296267,0.391303902,0.195920226,0.476488168,0.202809554,0.330419543,0.511445751,0.312826651,1,0.274686663,0.430901508,0.441208065,0.442347091,0.394491696,0.324383885,0.465365785
DOCK10,0.661621524,0.034630485,0.154910026,0.561672502,0.231558929,0.394097465,0.337197409,0.384895137,0.292371677,0.298764594,0.449622973,0.7956969,0.545724234,0.492624056,0.318410926,1,0.222866567,0.447152948,0.32767495,0.455219938,0.387181878,0.375072425,0.471662153
DOCK2,0.187091913,0.064266349,0.104231687,1,0.130312094,0.365369609,0.108174028,0.273848726,0.166149337,0.381858036,0.045620891,0.162266308,0.166480369,0.1253461,0.211534544,0.186376153,0.160678891,0.115738319,0.258490127,0.14907927,0.168396155,0.218518888,0.265389922
DOCK3,0.259230512,0.214937928,0.13235971,0.186879886,0.154656162,0.246778102,0.309785558,0.374291746,0.174750538,0.5411998,0.62833965,0.649202248,0.420032445,0.490889524,0.293508227,1,0.262573562,0.840613526,0.354431507,0.365083776,0.495840194,0.281463627,0.266320355
DOCK4,0.482678294,1,0.624889271,0.790925548,0.417505303,0.594490851,0.261478463,0.368654684,0.321298007,0.400935351,0.31731326,0.277796563,0.356650897,0.563671006,0.314876404,0.268154123,0.414256623,0.39882662,0.559421253,0.421769389,0.742488032,0.267673927,0.379015747
DOCK8,0.270124151,0.426790218,0.159817669,1,0.32155025,0.33507719,0.296282276,0.29265194,0.254461161,0.376961783,0.162533376,0.282908504,0.312489777,0.343170876,0.275285944,0.098473802,0.245679377,0.728168553,0.344531964,0.393097622,0.294994964,0.618793371,0.402771908
DOCK9,0.070371297,1,0.384440344,0.058009426,0.198013421,0.144886194,0.086306519,0.100261589,0.058739345,0.142691,0.133163425,0.110505149,0.151705192,0.148031092,0.127899343,0.250534744,0.083776977,0.107390101,0.160611287,0.123370909,0.180421789,0.105654059,0.097628463
DOK3,0.155080385,0.066203479,0.285874631,0.502411401,0.308532523,1,0.480417816,0.267423989,0.329722229,0.189407126,0.203010973,0.630352538,0.26687882,0.295531796,0.31458059,0.535614497,0.331070416,0.118227859,0.387575438,0.256148912,0.288739822,0.401775795,0.34311651
DOK6,0.411020148,0.301268419,0.669231541,0.479285382,0.428479962,0.565765441,0.56436082,0.861736881,0.65911019,0.238005721,0.248294362,0.798597585,0.428657107,0.567685532,0.396772894,0.73361188,0.43699701,0.729712734,0.816800544,0.581493088,0.646397811,0.658536061,1
DPP4,0.342462216,0.107705232,0.125980094,0.490412083,0.393503766,0.42017183,0.340859417,0.646776662,0.537646595,0.61699876,0.242956352,0.918866915,0.728670873,0.725817796,0.596101439,0.279648429,0.949682068,1,0.374503515,0.456157015,0.152999429,0.495694033,0.666995619
DPP7,0.342970816,0.582773135,0.60796249,0.756738447,0.427476931,0.427829775,0.870248118,0.521852902,0.71806557,0.291140856,1,0.366583583,0.733010134,0.310126869,0.378374889,0.406949551,0.695174707,0.379053932,0.435934617,0.544977098,0.488225432,0.586747338,0.401341555
DPPA3,0.266705394,0.191417785,0.233505713,0.470555349,0.509820815,0.77606446,0.408611001,0.940450426,0.543966959,0.379445444,0.209147186,0.806121224,0.609381042,1,0.740966936,0.391336881,0.259128152,0.867450811,0.601723868,0.521185486,0.774915139,0.878419082,0.906849924
DPPA4,0.394782333,0.209947031,0.109043892,0.307480393,0.244928939,0.582886569,0.123626892,0.465610009,0.343773161,0.332374253,0.161146924,0.349167101,0.4092059,0.440173537,0.525489394,0.489214404,0.338644089,1,0.64313118,0.534113835,0.576125375,0.789905773,0.750695626
DPPA5,0.511867736,0.24276692,0.717124388,0.645212117,0.386601607,1,0.33913281,0.789748414,0.954286966,0.69865687,0.289437135,0.486182496,0.483780536,0.907506399,0.942398584,0.392118423,0.66045311,0.78180001,0.455626945,0.729252302,0.90565088,0.866608836,0.818588036
DPT,1,0.044283599,0.140985691,0.223813991,0.126043562,0.296380866,0.111645305,0.188183066,0.237855143,0.145192985,0.063937573,0.292685692,0.136262037,0.274004282,0.152469817,0.17067005,0.138741705,0.204134068,0.053332072,0.199224371,0.106321183,0.215696893,0.231401918
DPY30,0.656924819,0.624428443,0.690832311,0.569432908,0.712038647,0.905523081,0.961344131,0.649191845,0.955019847,0.622391596,0.620098846,0.692388782,0.758739998,0.973145387,0.674816359,0.451471016,0.683893055,0.662287125,0.600086322,1,0.556853768,0.557172012,0.533510163
DPYD,0.795378673,0.349922316,0.31261752,1,0.291309571,0.645787845,0.482979527,0.338170326,0.65405877,0.372628986,0.540443174,0.449408868,0.391987544,0.236235728,0.157356023,0.571705048,0.350221905,0.378889141,0.324496667,0.2447351,0.19895133,0.256732079,0.526068404
DPYSL2,0.220260511,0.31740659,0.320383665,0.293651243,0.378797983,0.369269512,0.679946641,0.419376237,0.407657758,0.972086652,1,0.54447776,0.595266846,0.390405371,0.309763261,0.520201512,0.428159318,0.469049113,0.841423366,0.557636353,0.424278338,0.350246194,0.400604951
DR1,0.241545856,0.618797211,0.496196844,0.489164134,0.551476098,0.651551992,0.257848665,0.379666709,1,0.998068469,0.545726043,0.196756509,0.536418943,0.407178062,0.272271929,0.286864938,0.853055086,0.540065537,0.5463796,0.438295717,0.579108828,0.260853507,0.785364752
DRAM1,0.801616466,0.551882696,0.315002658,0.971705997,0.657394596,0.054359577,0.396062384,1,0.547275305,0.546279338,0.440158879,0.294666639,0.742969091,0.744986172,0.93767638,0.327144276,0.643673723,0.738144186,0.375855477,0.846571438,0.70419676,0.724700919,0.884728471
DRAP1,0.745636816,0.981640617,0.844420121,0.886246105,1,0.456319267,0.450242164,0.422933784,0.908769025,0.365913569,0.736588725,0.893080947,0.866114882,0.479827657,0.526814919,0.837995501,0.69712857,0.501835781,0.851335311,0.812516908,0.572593116,0.67431612,0.68273069
DRAXIN,0.471116164,0.162520186,0.096045508,0.404110999,0.363329553,0.730226812,0.38437479,0.611104092,0.927265623,1,0.429193705,0.704267346,0.33929464,0.435619737,0.28022131,0.613756512,0.703574858,0.795027289,0.528179772,0.299495504,0.320511356,0.414235202,0.488584064
DRD1,0.588744245,0.065550233,0.310206678,0.520598473,0.375258086,1,0.238281513,0.593893292,0.567897,0.229394007,0.18773984,0.424837815,0.415882212,0.403978891,0.58144151,0.685044533,0.294004655,0.468821018,0.434860047,0.629517863,0.572476276,0.568100956,0.615014294
DRD2,0.413117908,0.225068624,0.288258729,0.488435609,0.327903853,0.200956942,0.323083611,0.711882356,0.537336941,0.216705991,0.166704948,1,0.336870299,0.628252644,0.516524155,0.373818846,0.364046447,0.506399193,0.298290754,0.333548509,0.510280143,0.497859995,0.850966164
DRD4,0.30128542,0.546191804,0.489079877,0.545608558,0.357231421,0.820690003,0.526975003,0.903318467,0.60958531,0.821569704,0.258542586,0.451424562,1,0.908787818,0.930050151,0.307215351,0.497642097,0.902812715,0.578248755,0.611835763,0.705184657,0.577086465,0.550560537
DSC2,0.356014343,0.160009433,0.703132624,0.923790782,0.463177365,0.423887254,0.280115022,0.423281937,0.652982252,0.113851848,0.297370619,0.666643688,0.576862761,0.688582062,0.467810949,0.697550913,0.348276085,0.935761887,0.325335743,0.534907513,0.272975789,0.409934201,1
DSC3,0.168285233,0.590551,0.239338125,0.32727131,0.153286758,0.739100886,0.635354695,0.691171294,0.410669962,0.102643217,0.151124588,0.591083491,0.446738831,0.911808099,0.279268912,0.511406201,0.347970398,1,0.221113478,0.400749906,0.380880651,0.730894284,0.851556314
DSCAM,0.19465604,0.222620804,0.087742118,0.153218991,0.096881076,0.502634401,0.248418815,0.287815582,0.271285531,0.455458552,1,0.304666274,0.638700734,0.572541157,0.679336439,0.437293458,0.22778575,0.334006905,0.248765545,0.34010606,0.590874728,0.388119244,0.530525767
DSCAML1,0.163633952,0.197096165,0.193443742,0.198896066,0.183468787,0.416653713,0.518150369,0.485258871,0.335197506,0.260228901,0.531028118,0.607621523,0.806379496,0.385290958,0.720004001,1,0.268101037,0.342120018,0.173304528,0.481442715,0.825018636,0.442217005,0.479744605
DSE,0.359072898,0.470545972,0.41532578,1,0.673302639,0.454963355,0.296668742,0.634147021,0.764731171,0.530748854,0.377662689,0.705392927,0.557321105,0.5844667,0.619138675,0.633936063,0.525443315,0.551471168,0.42999638,0.462006499,0.518519442,0.563549019,0.59080276
DSG3,0.42596494,0.121374218,0.356003945,0.179081787,0.085150062,1,0.267074554,0.489133687,0.165910998,0.106835756,0.153679916,0.488910892,0.306661418,0.831071657,0.244903569,0,0.21072733,0.431719595,0.496684746,0.327901687,0.219930475,0.40488589,0.401897219
DSP,0.839014629,0.415198383,0.456610839,0.34603453,0.310677181,0.487794574,0.20667609,0.601311168,0.432185003,0.446074027,0.226092279,1,0.374612258,0.598519623,0.294630436,0.573258751,0.355977607,0.534808686,0.359063833,0.608814623,0.395121551,0.485886963,0.349340136
DST,0.309623604,0.228161557,0.122337721,0.233851498,0.264417518,0.320857017,0.582573269,0.805540564,0.330168537,0.199877462,1,0.360875901,0.633853438,0.505617084,0.417243341,0.563612561,0.35441579,0.264910427,0.358091999,0.453162628,0.755216102,0.329862856,0.573291589
DTL,0.295682098,0.089644495,0.603106206,0.538497766,0.233960288,0,0.506351107,0.531142887,0.945569298,0.203960279,0.257238697,0.475601356,0.17251164,0.964545934,0.48544388,1,0.654175883,0.589463514,0.605797676,0.407169339,0.253037413,0.501443743,0.87090867
DTNA,0.264441975,0.133146631,0.238871286,0.310626602,0.402067971,0.20614112,0.544393456,0.373566533,0.327024396,0.381938236,0.97991016,0.253026465,0.533412505,0.23570153,0.239569824,0.507241756,0.537150044,0.328793511,1,0.595004912,0.517406004,0.277545925,0.500131819
DTNBP1,0.358838298,0.609504969,0.436766769,0.572058244,0.392948191,0.399105713,0.321928037,0.655276847,0.991204058,0.373172582,0.409061157,1,0.582456255,0.645952812,0.454759868,0.633900831,0.509024703,0.74328322,0.626945389,0.475536951,0.43455279,0.581859573,0.476236389
DTX1,0.425306422,0.290221534,0.532855735,0.355696097,0.257702247,0.415146941,0.299499861,0.546707957,0.659577173,0.629239504,0.289092519,1,0.645484746,0.535126609,0.678360099,0.727417152,0.516425789,0.269319653,0.438014071,0.569192165,0.525117097,0.574201994,0.670064877
DTX3,0.589887382,0.378037224,0.510547988,0.398628234,0.848931376,0.481599468,0.53721007,0.604326903,0.763623922,0.679522615,0.803067183,0.32922237,0.804143609,0.649235993,0.704047063,1,0.619355381,0.523258262,0.66054994,0.643527218,0.485469984,0.553477357,0.807560896
DTX3L,0.406224337,0.453489597,1,0.611366911,0.773557851,0.689052032,0.54861787,0.374491764,0.378315219,0.756363951,0.231238867,0.679520222,0.304016478,0.556227269,0.40981151,0.602034565,0.882794384,0.445481153,0.738999912,0.202224591,0.428619106,0.271696669,0.630152636
DTX4,0.212926402,0.108671067,0.206309167,0.337759069,0.375420848,1,0.397733284,0.550393064,0.56478925,0.163497236,0.242450164,0.602578052,0.426697589,0.553970867,0.43001299,0.455201702,0.268739261,0.512484662,0.493491568,0.34387252,0.372623752,0.445932772,0.440018544
DUOX1,0.427733208,0.160551768,0.669222954,0.377917357,0.231330008,0.674192607,0.540379913,0.830982776,0.643636082,0.248761008,0.170659799,1,0.57501015,0.646608446,0.703910647,0.327098638,0.421521206,0.863665811,0.375879819,0.413446551,0.500816272,0.482474795,0.861406864
DUSP1,0.636643163,1,0.122432682,0.537023496,0.388427459,0.262183533,0.111471182,0.072214021,0.082969305,0.08004105,0.343714751,0.064698919,0.096431264,0.080528952,0.111801648,0.123531039,0.07690918,0.051615511,0.187241621,0.087970914,0.102288166,0.072825339,0.067997159
DUSP10,0.255706355,0.197804982,0.342205225,0.608193581,0.132736112,1,0.428453609,0.490177782,0.450982708,0.52033967,0.214413211,0.903164763,0.388469224,0.479178736,0.368762646,0.396848183,0.623083138,0.764944731,0.561718786,0.485235373,0.33349432,0.449853306,0.468365818
DUSP16,0.559617414,0.678163701,0.204738736,0.516235472,0.291450231,0.883557218,0.66042357,0.574863692,0.347879053,0.348496722,0.644468584,1,0.474369601,0.539891114,0.489929582,0.756316746,0.534369517,0.409782229,0.914475571,0.680824159,0.523711134,0.584614122,0.772729818
DUSP2,1,0.42676739,0.24916628,0.417014869,0.409005657,0.515113415,0.402959892,0.324852465,0.182789904,0.476106706,0.286123197,0.34769068,0.186896832,0.319476783,0.180694172,0.568658194,0.128737391,0.261353536,0.284322853,0.182375036,0.218125589,0.203884575,0.124744067
DUSP3,0.451362749,1,0.242934572,0.48225075,0.354149063,0.514454443,0.544008227,0.376984073,0.556142911,0.132941226,0.373546708,0.413488673,0.506680675,0.56560229,0.505931164,0.952730294,0.515139323,0.36671618,0.255393344,0.332891209,0.461884719,0.397852852,0.373535988
DUSP4,0.381698932,0.076044636,0.659296566,0.533678978,0.35504974,1,0.408706685,0.57908476,0.458420267,0.459249849,0.212410984,0.948371845,0.188201576,0.543763876,0.496003291,0.855905227,0.725543952,0.697965632,0.331034126,0.622104358,0.497254672,0.660374747,0.76886071
DUSP5,0.462089513,1,0.266271628,0.165514046,0.398664074,0.340426838,0.100628792,0.217829065,0.171166896,0.170114378,0.074138467,0.140094203,0.253160267,0.278426438,0.184113477,0.097507654,0.178670544,0.219564938,0.197094749,0.265490564,0.26318872,0.161467565,0.19814267
DUSP6,0.355148711,1,0.564187598,0.225966783,0.195903955,0.367152154,0.124010984,0.204863037,0.164272868,0.184430744,0.203835488,0.069305488,0.18281992,0.226164957,0.24195627,0.249930141,0.266999183,0.28267709,0.194938163,0.15584689,0.186041034,0.14437393,0.228537036
DUSP8,0.215753329,0.331323195,0.271079157,0.391323249,0.466076727,0.463956925,0.400955742,0.577588462,0.519715843,1,0.36888699,0.501029989,0.524178474,0.514190416,0.649133243,0.450500343,0.56086095,0.590384606,0.551080908,0.537164712,0.718917289,0.565058024,0.67526317
DVL2,0.513596337,0.184691715,0.33284112,0.509739294,0.590946814,0.709191689,0.537794848,0.592986812,0.642110766,0.267224536,0.688500948,0.416860758,0.591237349,0.814968867,0.423466746,1,0.495699244,0.683886053,0.418676466,0.491998142,0.367202028,0.539728963,0.539570195
DVL3,0.98903557,0.759394383,0.628464582,0.566679143,0.797513553,0.684205104,0.500574902,0.457754217,0.780974335,0.302563398,0.878583847,1,0.628537443,0.416558487,0.617205193,0.898886227,0.650291915,0.488777596,0.436541245,0.554097668,0.586272715,0.619751502,0.726652936
DYNC1H1,0.347157143,0.688195628,0.502867771,0.642333206,0.915338967,0.629838671,0.516808167,0.299612178,0.453615441,0.658203619,0.646716976,0.445345162,0.576330221,0.561526682,0.610446978,1,0.477308786,0.396346485,0.594923913,0.708731519,0.656323103,0.689603974,0.401141561
DYNC1I1,0.371778004,0.367941887,0.10918357,0.362912757,0.40163005,0.839697885,0.405222561,0.625552019,0.675276401,0.326710691,0.252454991,1,0.563548009,0.687046461,0.724735467,0.396900151,0.368792406,0.868306234,0.499279418,0.741232733,0.51128772,0.476628558,0.681703055
DYNC1I2,0.212804448,0.358466255,0.510549607,0.418301348,0.453935729,0.130896428,0.423018445,0.245632796,0.464518878,0.629454681,0.374425198,1,0.412831323,0.287797979,0.432292897,0.622207803,0.330461945,0.470278778,0.512916618,0.507942879,0.524395805,0.480275005,0.433101985
DYNC1LI1,0.401593833,0.763561743,0.390265319,0.6968121,0.613800455,0.353774442,0.410080701,0.668173293,0.505424174,0.573712884,0.560240268,1,0.481365289,0.66802378,0.617996819,0.692072101,0.500582442,0.807979407,0.781404779,0.32984579,0.503062315,0.547735027,0.831112458
DYNC1LI2,0.479065419,0.959247156,0.920967792,0.483550184,1,0.413969287,0.926410002,0.601470458,0.50214763,0.522099269,0.933629828,0.747487133,0.565538475,0.482640341,0.617165511,0.884158115,0.602291348,0.644772741,0.964954697,0.862888096,0.68757064,0.719543485,0.869018039
DYNC2H1,0.340782103,0.177776144,0.223090194,0.446348624,0.561777911,0.843468015,0.605878065,0.574004589,0.555426534,0.66414441,0.470372987,1,0.315967531,0.751718353,0.471648974,0.601468485,0.474924135,0.6864778,0.794035647,0.483660906,0.65386186,0.438102455,0.619996096
DYNLL1,0.548227383,0.850810525,0.904636547,0.509728838,0.988621533,0.559296182,0.757329273,0.588698607,0.894344466,1,0.960502963,0.842282534,0.824604913,0.59732596,0.696937758,0.627352924,0.727098696,0.700201523,0.963647603,0.900220961,0.580880877,0.724917021,0.824717898
DYNLL2,0.478199437,0.702042164,0.365813923,0.394615834,0.326492406,0.31553966,1,0.358796471,0.588664092,0.805078462,0.526056649,0.634052857,0.675010448,0.861285469,0.602305196,0.70119716,0.508190596,0.684837076,0.913943194,0.841298889,0.917908653,0.692544358,0.560325852
DYNLT1,0.563360034,0.87369595,0.677502939,0.85715342,0.938501452,0.869653781,0.610024986,0.622856378,1,0.302892072,0.852719819,0.222068248,0.635385855,0.561720471,0.900032885,0.313654962,0.754598175,0.639312471,0.581895986,0.642440098,0.678146638,0.697742831,0.786338403
DYRK1A,0.397328371,0.432438032,0.415300854,0.497355413,0.387426275,0.358864618,0.354700881,0.421702347,0.523896085,1,0.34102498,0.474422501,0.375957321,0.460374089,0.504830465,0.915360334,0.406990535,0.522786563,0.479060214,0.256192806,0.471995365,0.36187009,0.595953604
DYSF,0.766307416,1,0.299229807,0.445399151,0.59277279,0.418467705,0.618537991,0.566165629,0.340652261,0.928574918,0.335859065,0.794613262,0.53015275,0.391647725,0.450254178,0.555549343,0.313438962,0.876681022,0.339991017,0.428083046,0.621729451,0.557803359,0.489579826
DZIP1,0.992628947,0.139410009,0.234800068,0.3100286,0.344635118,0.76225587,0.43823514,0.669310886,0.746720336,0.574234087,1,0.2758325,0.604897712,0.368868085,0.550268409,0.657923834,0.444391286,0.817510588,0.621183522,0.582531707,0.83664059,0.629229026,0.897063971
DZIP3,0.424296303,0.277632444,0.266468786,0.329444305,0.395469567,0.591494401,0.509187034,1,0.389467781,0.622400092,0.499634678,0.811028953,0.796578383,0.677525786,0.517656466,0.457869262,0.406680329,0.538600246,0.634233413,0.760365119,0.683866206,0.685906568,0.523360058
E2F1,0.345204331,0.487687903,0.387272643,0.493824137,0.367013341,0.966608712,0.500963532,1,0.96184633,0.243393629,0.909256854,0.589035379,0.790456219,0.71307711,0.846870922,0.717765939,0.68839884,0.672924589,0.327574114,0.544930383,0.580213651,0.54034838,0.682319877
